uid,gsdb,manufacturer,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,eihc_take_off,eihc_climb,eihc_approach,eihc_idle,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_take_off,eico_climb,eico_approach,eico_idle,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,einox_take_off,einox_climb,einox_approach,einox_idle,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,nox_total_mass,sn_take_off,sn_climb,sn_approach,sn_idle,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_flow_take_off,fuel_flow_climb,fuel_flow_approach,Fuel Flow Idle (kg/sec),fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,Ambient Baro Min (kPa),Ambient Baro Max (kPa),ambiant_temperature_min,ambiant_temperature_max,ambiant_humidity_min,ambiant_humidity_max,test_organization,test_location,initial_test_date,Final Test Date,fuel_venting_compliant,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8,engine,thrust_take_off,thrust_climb,thrust_approach,thrust_idle
12RR062,12.0,Rolls-Royce plc,TRENT 1000-C2 Pack-C1 2013,Phase5 Tiled,TF,9.16,44.1,334.7,C,,,DTEPS,Yes,Out of production,,0.0,0.0,0.0,0.03,8.0,4.0,0.03,0.04,0.0,0.08,0.04,0.2,11.59,0.5,0.48,0.67,7.37,8.0,4.0,9.36,2.52,6.32,12.14,10.01,8.48,3131.0,52.65,39.86,13.67,5.74,8.0,4.0,61.96,0.83,61.13,62.91,65.11,50.78,63.48,68.39,74.69,83.12,20735.0,3.3,3.8,3.9,0.5,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.21,,1.9,1.9,17.4,17.4,2.503,2.053,0.666,0.247,922.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes,Representative of Package C1 engines,DNS183412,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,TRENT 1000 Pack-C1 2013,334.7,284.495,100.41,23.429000000000002
12RR061,12.0,Rolls-Royce plc,TRENT 1000-A2 Pack-C1 2013,Phase5 Tiled,TF,9.32,41.3,310.9,C,,,DTEPS,Yes,Out of production,,0.0,0.0,0.0,0.04,8.0,4.0,0.05,0.05,0.0,0.11,0.06,0.31,16.7,0.51,0.45,0.77,8.4,8.0,4.0,11.2,2.93,7.69,14.49,11.98,10.15,3481.0,46.11,35.48,13.11,5.48,8.0,4.0,55.62,0.86,54.78,56.48,58.44,47.67,59.59,65.23,71.66,80.37,17288.0,3.5,4.2,3.6,0.5,8.0,4.0,5.98,2.26,3.0,8.3,6.5,37.45,,1.9,1.9,17.4,17.4,2.284,1.882,0.624,0.245,876.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes,Representative of Package C1 engines,DNS183412,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,TRENT 1000 Pack-C1 2013,310.9,264.265,93.27,21.763
12RR060,12.0,Rolls-Royce plc,TRENT 1000-H Pack-B 2013,Phase5 Tiled,TF,9.62,38.33,287.1,C/R,Yes,12RR066,DTEPS,Yes,Out of production,,0.0,0.0,0.0,0.07,8.0,4.0,0.08,0.08,0.0,0.16,0.1,0.49,24.15,0.49,0.43,0.87,9.8,8.0,4.0,12.94,3.25,9.08,16.65,13.84,11.73,3714.0,40.54,31.54,12.62,5.21,8.0,4.0,49.62,0.79,48.94,50.45,52.14,44.7,55.87,62.32,68.95,78.08,14247.0,3.8,4.8,3.3,0.5,8.0,4.0,5.98,2.26,3.0,8.3,6.5,36.64,,1.9,1.9,17.4,17.4,2.07,1.71,0.583,0.226,805.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes,Representative of Package B engines,DNS170301,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,TRENT 1000 Pack-B 2013,287.1,244.03500000000003,86.13000000000001,20.097000000000005
12RR059,12.0,Rolls-Royce plc,TRENT 1000-G Pack-B 2013,Phase5 Tiled,TF,9.39,42.53,323.7,C/R,Yes,12RR065,DTEPS,Yes,Out of production,,0.0,0.0,0.0,0.04,8.0,4.0,0.04,0.04,0.0,0.09,0.05,0.25,13.73,0.52,0.47,0.69,7.88,8.0,4.0,10.06,2.68,6.84,13.04,10.76,9.12,3256.0,50.15,37.84,13.5,5.6,8.0,4.0,59.03,0.83,58.2,59.96,62.03,49.61,62.01,67.39,73.84,82.52,19109.0,3.4,4.0,3.8,0.5,8.0,4.0,5.98,2.26,3.0,8.3,6.5,37.86,,1.9,1.9,17.4,17.4,2.403,1.968,0.649,0.242,894.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes,Representative of Package B engines,DNS170301,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,TRENT 1000 Pack-B 2013,323.7,275.145,97.11,22.659000000000002
12RR058,12.0,Rolls-Royce plc,TRENT 1000-E Pack-B 2013,Phase5 Tiled,TF,9.74,36.19,268.0,C/R,Yes,12RR064,DTEPS,Yes,Out of production,,0.0,0.0,0.0,0.1,8.0,4.0,0.13,0.11,0.0,0.25,0.14,0.73,33.59,0.46,0.42,0.99,11.2,8.0,4.0,15.08,3.64,10.79,19.28,16.13,13.67,4041.0,36.29,28.62,12.16,5.0,8.0,4.0,45.39,0.64,44.82,46.14,47.7,42.45,53.06,60.09,66.87,76.32,12165.0,4.2,5.2,3.1,0.6,8.0,4.0,5.98,2.26,3.0,8.3,6.5,35.95,,1.9,1.9,17.4,17.4,1.907,1.579,0.549,0.217,758.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes,Representative of Package B engines,DNS170301,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,TRENT 1000 Pack-B 2013,268.0,227.79999999999998,80.39999999999999,18.76
12RR057,12.0,Rolls-Royce plc,TRENT 1000-D Pack-B 2013,Phase5 Tiled,TF,9.32,43.78,334.7,C/R,Yes,12RR063,DTEPS,Yes,Out of production,,0.0,0.0,0.0,0.03,8.0,4.0,0.03,0.04,0.0,0.08,0.04,0.2,11.63,0.5,0.48,0.65,7.41,8.0,4.0,9.38,2.53,6.33,12.18,10.03,8.5,3138.0,53.53,39.98,13.77,5.72,8.0,4.0,62.31,0.81,61.52,63.28,65.48,51.33,64.16,69.24,75.68,84.29,20854.0,3.3,3.8,3.9,0.5,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.21,,1.9,1.9,17.4,17.4,2.508,2.048,0.668,0.247,921.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes,Representative of Package B engines,DNS170301,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,TRENT 1000 Pack-B 2013,334.7,284.495,100.41,23.429000000000002
12RR056,12.0,Rolls-Royce plc,TRENT 1000-C Pack-B 2013,Phase5 Tiled,TF,9.32,43.78,334.7,C/R,Yes,12RR062,DTEPS,Yes,Out of production,,0.0,0.0,0.0,0.03,8.0,4.0,0.03,0.04,0.0,0.08,0.04,0.2,11.63,0.5,0.48,0.65,7.41,8.0,4.0,9.38,2.53,6.33,12.18,10.03,8.5,3138.0,53.53,39.98,13.77,5.72,8.0,4.0,62.31,0.81,61.52,63.28,65.48,51.33,64.16,69.24,75.68,84.29,20854.0,3.3,3.8,3.9,0.5,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.21,,1.9,1.9,17.4,17.4,2.508,2.048,0.668,0.247,921.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes,Representative of Package B engines,DNS170301,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,TRENT 1000 Pack-B 2013,334.7,284.495,100.41,23.429000000000002
12RR055,12.0,Rolls-Royce plc,TRENT 1000-A Pack-B 2013,Phase5 Tiled,TF,9.47,41.04,310.9,C/R,Yes,12RR061,DTEPS,Yes,Out of production,,0.0,0.0,0.0,0.05,8.0,4.0,0.05,0.05,0.0,0.1,0.06,0.31,16.55,0.51,0.46,0.75,8.45,8.0,4.0,10.92,2.86,7.5,14.13,11.68,9.9,3395.0,46.42,35.57,13.2,5.47,8.0,4.0,55.53,0.85,54.68,56.38,58.36,47.8,59.75,65.5,72.0,80.82,17262.0,3.5,4.2,3.6,0.5,8.0,4.0,5.98,2.26,3.0,8.3,6.5,37.45,,1.9,1.9,17.4,17.4,2.282,1.877,0.625,0.237,863.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes,Representative of Package B engines,DNS170301,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,TRENT 1000 Pack-B 2013,310.9,264.265,93.27,21.763
01P19RR106,19.0,Rolls-Royce plc,TRENT 1000-AE3 TEN 2018,Phase5 Tiled,TF,9.2,43.0,310.9,C,Yes,02P23RR126,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.44,0.76,6.93,11.0,5.0,9.16,2.17,5.99,11.52,9.73,8.25,2849.0,46.1,35.9,13.5,5.9,11.0,5.0,56.33,0.82,55.42,57.1,58.88,46.74,58.4,63.3,69.3,77.4,17511.0,9.8,13.0,7.8,2.0,8.0,6.0,15.3,1.7,12.1,16.8,16.4,94.5,,1.91,1.91,17.2,17.2,2.279,1.874,0.623,0.239,866.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,310.9,264.265,93.27,21.763
01P19RR107,19.0,Rolls-Royce plc,TRENT 1000-CE3 TEN 2018,Phase5 Tiled,TF,9.0,45.8,334.7,C,Yes,02P23RR127,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.45,0.65,6.23,11.0,5.0,8.04,1.91,5.23,10.11,8.54,7.24,2690.0,52.07,40.11,14.08,6.16,11.0,5.0,62.58,0.95,61.46,63.57,65.41,49.68,62.1,66.3,72.2,80.0,20943.0,8.4,11.6,8.6,1.9,8.0,6.0,15.3,1.7,12.1,16.8,16.4,96.4,,1.91,1.91,17.2,17.2,2.497,2.046,0.667,0.249,924.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,334.7,284.495,100.41,23.429000000000002
01P19RR108,19.0,Rolls-Royce plc,TRENT 1000-D3 TEN 2018,Phase5 Tiled,TF,9.0,45.8,334.7,C,Yes,02P23RR128,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.45,0.65,6.23,11.0,5.0,8.04,1.91,5.23,10.11,8.54,7.24,2690.0,52.07,40.11,14.08,6.16,11.0,5.0,62.58,0.95,61.46,63.57,65.41,49.68,62.1,66.3,72.2,80.0,20943.0,8.4,11.6,8.6,1.9,8.0,6.0,15.3,1.7,12.1,16.8,16.4,96.4,,1.91,1.91,17.2,17.2,2.497,2.046,0.667,0.249,924.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,334.7,284.495,100.41,23.429000000000002
01P19RR109,19.0,Rolls-Royce plc,TRENT 1000-G3 TEN 2018,Phase5 Tiled,TF,9.1,44.5,323.7,C,Yes,02P23RR129,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.45,0.7,6.54,11.0,5.0,8.53,2.03,5.56,10.72,9.06,7.68,2761.0,49.25,38.14,13.81,6.04,11.0,5.0,59.63,0.88,58.59,60.48,62.33,48.3,60.4,64.9,70.8,78.7,19303.0,9.0,12.3,8.2,1.9,8.0,6.0,15.3,1.7,12.1,16.8,16.4,95.5,,1.91,1.91,17.2,17.2,2.395,1.966,0.647,0.245,897.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,323.7,275.145,97.11,22.659000000000002
01P19RR110,19.0,Rolls-Royce plc,TRENT 1000-H3 TEN 2018,Phase5 Tiled,TF,9.3,40.1,287.1,C,Yes,02P23RR130,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.43,0.89,7.78,11.0,5.0,10.59,2.48,6.99,13.31,11.25,9.53,3040.0,40.67,32.04,12.94,5.64,11.0,5.0,50.72,0.66,49.94,51.38,53.01,44.12,55.1,60.8,67.0,75.4,14562.0,11.5,14.1,6.9,2.1,8.0,6.0,15.3,1.7,12.1,16.8,16.4,92.4,,1.91,1.91,17.2,17.2,2.068,1.706,0.579,0.229,808.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,287.1,244.03500000000003,86.13000000000001,20.097000000000005
01P19RR111,19.0,Rolls-Royce plc,TRENT 1000-J3 TEN 2018,Phase5 Tiled,TF,8.9,47.8,350.9,C,Yes,02P23RR131,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.44,0.58,5.8,11.0,5.0,7.37,1.75,4.81,9.3,7.82,6.63,2585.0,56.35,43.21,14.49,6.34,11.0,5.0,67.26,1.19,65.87,68.45,70.3,51.85,64.8,68.5,74.4,82.0,23599.0,7.8,10.7,9.2,1.8,8.0,6.0,15.3,1.7,12.1,16.8,16.4,97.7,,1.91,1.91,17.2,17.2,2.649,2.168,0.699,0.256,965.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,350.9,298.265,105.27,24.563000000000002
01P19RR112,19.0,Rolls-Royce plc,TRENT 1000-K3 TEN 2018,Phase5 Tiled,TF,8.9,47.8,350.9,C,Yes,02P23RR132,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.44,0.58,5.8,11.0,5.0,7.37,1.75,4.81,9.3,7.82,6.63,2585.0,56.35,43.21,14.49,6.34,11.0,5.0,67.26,1.19,65.87,68.45,70.3,51.85,64.8,68.5,74.4,82.0,23599.0,7.8,10.7,9.2,1.8,8.0,6.0,15.3,1.7,12.1,16.8,16.4,97.7,,1.91,1.91,17.2,17.2,2.649,2.168,0.699,0.256,965.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,350.9,298.265,105.27,24.563000000000002
01P19RR113,19.0,Rolls-Royce plc,TRENT 1000-L3 TEN 2018,Phase5 Tiled,TF,9.0,45.8,334.7,C,Yes,02P23RR133,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.45,0.65,6.23,11.0,5.0,8.04,1.91,5.23,10.11,8.54,7.24,2690.0,52.07,40.11,14.08,6.16,11.0,5.0,62.58,0.95,61.46,63.57,65.41,49.68,62.1,66.3,72.2,80.0,20943.0,8.4,11.6,8.6,1.9,8.0,6.0,15.3,1.7,12.1,16.8,16.4,96.4,,1.91,1.91,17.2,17.2,2.497,2.046,0.667,0.249,924.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,334.7,284.495,100.41,23.429000000000002
01P19RR114,19.0,Rolls-Royce plc,TRENT 1000-M3 TEN 2018,Phase5 Tiled,TF,8.9,48.7,358.1,C,Yes,02P23RR134,DTEPS,Yes,,,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.44,0.59,6.13,7.0,3.0,7.71,1.37,6.25,8.96,8.34,7.1,2760.0,59.3,44.55,14.72,6.61,7.0,3.0,69.93,1.26,68.47,70.73,74.07,53.91,67.4,71.0,76.9,84.6,25036.0,7.6,10.2,9.4,1.8,8.0,6.0,15.3,1.7,12.1,16.8,16.4,98.2,,1.91,1.91,17.2,17.2,2.721,2.222,0.712,0.26,983.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2011-02-07,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,358.1,304.385,107.43,25.067000000000004
01P19RR115,19.0,Rolls-Royce plc,TRENT 1000-N3 TEN 2018,Phase5 Tiled,TF,8.9,48.7,358.1,C,Yes,02P23RR135,DTEPS,Yes,,,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.44,0.59,6.13,7.0,3.0,7.71,1.37,6.25,8.96,8.34,7.1,2760.0,59.3,44.55,14.72,6.61,7.0,3.0,69.93,1.26,68.47,70.73,74.07,53.91,67.4,71.0,76.9,84.6,25036.0,7.6,10.2,9.4,1.8,8.0,6.0,15.3,1.7,12.1,16.8,16.4,98.2,,1.91,1.91,17.2,17.2,2.721,2.222,0.712,0.26,983.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2011-02-07,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,358.1,304.385,107.43,25.067000000000004
01P19RR116,19.0,Rolls-Royce plc,TRENT 1000-P3 TEN 2018,Phase5 Tiled,TF,9.0,45.8,334.7,C,Yes,02P23RR136,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.45,0.65,6.23,11.0,5.0,8.04,1.91,5.23,10.11,8.54,7.24,2690.0,52.07,40.11,14.08,6.16,11.0,5.0,62.58,0.95,61.46,63.57,65.41,49.68,62.1,66.3,72.2,80.0,20943.0,8.4,11.6,8.6,1.9,8.0,6.0,15.3,1.7,12.1,16.8,16.4,96.4,,1.91,1.91,17.2,17.2,2.497,2.046,0.667,0.249,924.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,334.7,284.495,100.41,23.429000000000002
01P19RR117,19.0,Rolls-Royce plc,TRENT 1000-Q3 TEN 2018,Phase5 Tiled,TF,8.9,47.8,350.9,C,Yes,02P23RR137,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.44,0.58,5.8,11.0,5.0,7.37,1.75,4.81,9.3,7.82,6.63,2585.0,56.35,43.21,14.49,6.34,11.0,5.0,67.26,1.19,65.87,68.45,70.3,51.85,64.8,68.5,74.4,82.0,23599.0,7.8,10.7,9.2,1.8,8.0,6.0,15.3,1.7,12.1,16.8,16.4,97.7,,1.91,1.91,17.2,17.2,2.649,2.168,0.699,0.256,965.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,350.9,298.265,105.27,24.563000000000002
01P19RR118,19.0,Rolls-Royce plc,TRENT 1000-R3 TEN 2018,Phase5 Tiled,TF,8.9,49.4,363.9,C,Yes,02P23RR138,DTEPS,Yes,,,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.43,0.57,5.99,7.0,3.0,7.5,1.33,6.08,8.72,8.11,6.9,2728.0,61.62,45.76,14.87,6.67,7.0,3.0,72.0,1.23,70.58,72.75,76.26,54.94,68.7,72.1,78.0,85.8,26196.0,7.7,9.9,9.6,1.8,8.0,6.0,15.3,1.7,12.1,16.8,16.4,98.6,,1.91,1.91,17.2,17.2,2.783,2.266,0.723,0.262,998.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2011-02-07,2017-11-30,Yes,Data from Certification Report EDNS01000615769,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 1000 TEN 2018,363.9,309.315,109.16999999999999,25.473000000000003
01P19RR119,19.0,Rolls-Royce plc,TRENT 7000-72 2018,Phase5 Tiled,TF,9.0,45.4,327.9,C,Yes,02P23RR141,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.45,0.63,6.45,11.0,5.0,8.2,1.95,5.34,10.36,8.71,7.38,2689.0,56.8,42.04,14.12,6.1,11.0,5.0,66.3,2.61,64.14,70.43,66.04,50.45,63.1,67.5,73.5,81.5,21739.0,8.3,11.6,8.8,1.9,8.0,6.0,15.3,1.7,12.1,16.8,16.4,95.9,,1.91,1.91,17.2,17.2,2.478,2.029,0.67,0.241,909.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000537863,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 7000 2018,327.9,278.715,98.36999999999999,22.953
01P19RR120,19.0,Rolls-Royce plc,TRENT 7000-72C 2018,Phase5 Tiled,TF,9.0,45.4,327.9,C,Yes,02P23RR142,DTEPS,Yes,,,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.45,0.63,6.45,11.0,5.0,8.2,1.95,5.34,10.36,8.71,7.38,2689.0,56.8,42.04,14.12,6.1,11.0,5.0,66.3,2.61,64.14,70.43,66.04,50.45,63.1,67.5,73.5,81.5,21739.0,8.3,11.6,8.8,1.9,8.0,6.0,15.3,1.7,12.1,16.8,16.4,95.9,,1.91,1.91,17.2,17.2,2.478,2.029,0.67,0.241,909.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes,Data from Certification Report EDNS01000537863,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,TRENT 7000 2018,327.9,278.715,98.36999999999999,22.953
