uid,gsdb,manufacturer,engine,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_total_mass,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,ambient_pressure_min,ambient_pressure_max,ambient_temperature_min,ambient_temperature_max,ambient_humidity_min,ambient_humidity_max,test_organization,test_location,initial_test_date,final_test_date,fuel_venting_compliant
12RR062,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-C2 Pack-C1 2013,Phase5 Tiled,TF,9.16,44.1,334.7,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.03,0.04,0.0,0.08,0.04,0.2,11.59,8.0,4.0,9.36,2.52,6.32,12.14,10.01,8.48,3131.0,8.0,4.0,61.96,0.83,61.13,62.91,65.11,20735.0,50.78,63.48,68.39,74.69,83.12,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.21,,1.9,1.9,17.4,17.4,922.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR061,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-A2 Pack-C1 2013,Phase5 Tiled,TF,9.32,41.3,310.9,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.05,0.05,0.0,0.11,0.06,0.31,16.7,8.0,4.0,11.2,2.93,7.69,14.49,11.98,10.15,3481.0,8.0,4.0,55.62,0.86,54.78,56.48,58.44,17288.0,47.67,59.59,65.23,71.66,80.37,8.0,4.0,5.98,2.26,3.0,8.3,6.5,37.45,,1.9,1.9,17.4,17.4,876.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR060,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-H Pack-B 2013,Phase5 Tiled,TF,9.62,38.33,287.1,C/R,Yes,12RR066,DTEPS,Yes,Out of production,,8.0,4.0,0.08,0.08,0.0,0.16,0.1,0.49,24.15,8.0,4.0,12.94,3.25,9.08,16.65,13.84,11.73,3714.0,8.0,4.0,49.62,0.79,48.94,50.45,52.14,14247.0,44.7,55.87,62.32,68.95,78.08,8.0,4.0,5.98,2.26,3.0,8.3,6.5,36.64,,1.9,1.9,17.4,17.4,805.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR059,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-G Pack-B 2013,Phase5 Tiled,TF,9.39,42.53,323.7,C/R,Yes,12RR065,DTEPS,Yes,Out of production,,8.0,4.0,0.04,0.04,0.0,0.09,0.05,0.25,13.73,8.0,4.0,10.06,2.68,6.84,13.04,10.76,9.12,3256.0,8.0,4.0,59.03,0.83,58.2,59.96,62.03,19109.0,49.61,62.01,67.39,73.84,82.52,8.0,4.0,5.98,2.26,3.0,8.3,6.5,37.86,,1.9,1.9,17.4,17.4,894.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR058,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-E Pack-B 2013,Phase5 Tiled,TF,9.74,36.19,268.0,C/R,Yes,12RR064,DTEPS,Yes,Out of production,,8.0,4.0,0.13,0.11,0.0,0.25,0.14,0.73,33.59,8.0,4.0,15.08,3.64,10.79,19.28,16.13,13.67,4041.0,8.0,4.0,45.39,0.64,44.82,46.14,47.7,12165.0,42.45,53.06,60.09,66.87,76.32,8.0,4.0,5.98,2.26,3.0,8.3,6.5,35.95,,1.9,1.9,17.4,17.4,758.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR057,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-D Pack-B 2013,Phase5 Tiled,TF,9.32,43.78,334.7,C/R,Yes,12RR063,DTEPS,Yes,Out of production,,8.0,4.0,0.03,0.04,0.0,0.08,0.04,0.2,11.63,8.0,4.0,9.38,2.53,6.33,12.18,10.03,8.5,3138.0,8.0,4.0,62.31,0.81,61.52,63.28,65.48,20854.0,51.33,64.16,69.24,75.68,84.29,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.21,,1.9,1.9,17.4,17.4,921.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR056,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-C Pack-B 2013,Phase5 Tiled,TF,9.32,43.78,334.7,C/R,Yes,12RR062,DTEPS,Yes,Out of production,,8.0,4.0,0.03,0.04,0.0,0.08,0.04,0.2,11.63,8.0,4.0,9.38,2.53,6.33,12.18,10.03,8.5,3138.0,8.0,4.0,62.31,0.81,61.52,63.28,65.48,20854.0,51.33,64.16,69.24,75.68,84.29,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.21,,1.9,1.9,17.4,17.4,921.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR055,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-A Pack-B 2013,Phase5 Tiled,TF,9.47,41.04,310.9,C/R,Yes,12RR061,DTEPS,Yes,Out of production,,8.0,4.0,0.05,0.05,0.0,0.1,0.06,0.31,16.55,8.0,4.0,10.92,2.86,7.5,14.13,11.68,9.9,3395.0,8.0,4.0,55.53,0.85,54.68,56.38,58.36,17262.0,47.8,59.75,65.5,72.0,80.82,8.0,4.0,5.98,2.26,3.0,8.3,6.5,37.45,,1.9,1.9,17.4,17.4,863.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
01P19RR106,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-AE3 TEN 2018,Phase5 Tiled,TF,9.2,43.0,310.9,C,Yes,02P23RR126,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,9.16,2.17,5.99,11.52,9.73,8.25,2849.0,11.0,5.0,56.33,0.82,55.42,57.1,58.88,17511.0,46.74,58.4,63.3,69.3,77.4,8.0,6.0,15.3,1.7,12.1,16.8,16.4,94.5,,1.91,1.91,17.2,17.2,866.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR107,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-CE3 TEN 2018,Phase5 Tiled,TF,9.0,45.8,334.7,C,Yes,02P23RR127,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.04,1.91,5.23,10.11,8.54,7.24,2690.0,11.0,5.0,62.58,0.95,61.46,63.57,65.41,20943.0,49.68,62.1,66.3,72.2,80.0,8.0,6.0,15.3,1.7,12.1,16.8,16.4,96.4,,1.91,1.91,17.2,17.2,924.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR108,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-D3 TEN 2018,Phase5 Tiled,TF,9.0,45.8,334.7,C,Yes,02P23RR128,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.04,1.91,5.23,10.11,8.54,7.24,2690.0,11.0,5.0,62.58,0.95,61.46,63.57,65.41,20943.0,49.68,62.1,66.3,72.2,80.0,8.0,6.0,15.3,1.7,12.1,16.8,16.4,96.4,,1.91,1.91,17.2,17.2,924.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR109,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-G3 TEN 2018,Phase5 Tiled,TF,9.1,44.5,323.7,C,Yes,02P23RR129,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.53,2.03,5.56,10.72,9.06,7.68,2761.0,11.0,5.0,59.63,0.88,58.59,60.48,62.33,19303.0,48.3,60.4,64.9,70.8,78.7,8.0,6.0,15.3,1.7,12.1,16.8,16.4,95.5,,1.91,1.91,17.2,17.2,897.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR110,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-H3 TEN 2018,Phase5 Tiled,TF,9.3,40.1,287.1,C,Yes,02P23RR130,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,10.59,2.48,6.99,13.31,11.25,9.53,3040.0,11.0,5.0,50.72,0.66,49.94,51.38,53.01,14562.0,44.12,55.1,60.8,67.0,75.4,8.0,6.0,15.3,1.7,12.1,16.8,16.4,92.4,,1.91,1.91,17.2,17.2,808.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR111,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-J3 TEN 2018,Phase5 Tiled,TF,8.9,47.8,350.9,C,Yes,02P23RR131,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,7.37,1.75,4.81,9.3,7.82,6.63,2585.0,11.0,5.0,67.26,1.19,65.87,68.45,70.3,23599.0,51.85,64.8,68.5,74.4,82.0,8.0,6.0,15.3,1.7,12.1,16.8,16.4,97.7,,1.91,1.91,17.2,17.2,965.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR112,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-K3 TEN 2018,Phase5 Tiled,TF,8.9,47.8,350.9,C,Yes,02P23RR132,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,7.37,1.75,4.81,9.3,7.82,6.63,2585.0,11.0,5.0,67.26,1.19,65.87,68.45,70.3,23599.0,51.85,64.8,68.5,74.4,82.0,8.0,6.0,15.3,1.7,12.1,16.8,16.4,97.7,,1.91,1.91,17.2,17.2,965.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR113,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-L3 TEN 2018,Phase5 Tiled,TF,9.0,45.8,334.7,C,Yes,02P23RR133,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.04,1.91,5.23,10.11,8.54,7.24,2690.0,11.0,5.0,62.58,0.95,61.46,63.57,65.41,20943.0,49.68,62.1,66.3,72.2,80.0,8.0,6.0,15.3,1.7,12.1,16.8,16.4,96.4,,1.91,1.91,17.2,17.2,924.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR114,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-M3 TEN 2018,Phase5 Tiled,TF,8.9,48.7,358.1,C,Yes,02P23RR134,DTEPS,Yes,,,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.71,1.37,6.25,8.96,8.34,7.1,2760.0,7.0,3.0,69.93,1.26,68.47,70.73,74.07,25036.0,53.91,67.4,71.0,76.9,84.6,8.0,6.0,15.3,1.7,12.1,16.8,16.4,98.2,,1.91,1.91,17.2,17.2,983.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2011-02-07,2017-11-30,Yes
01P19RR115,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-N3 TEN 2018,Phase5 Tiled,TF,8.9,48.7,358.1,C,Yes,02P23RR135,DTEPS,Yes,,,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.71,1.37,6.25,8.96,8.34,7.1,2760.0,7.0,3.0,69.93,1.26,68.47,70.73,74.07,25036.0,53.91,67.4,71.0,76.9,84.6,8.0,6.0,15.3,1.7,12.1,16.8,16.4,98.2,,1.91,1.91,17.2,17.2,983.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2011-02-07,2017-11-30,Yes
01P19RR116,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-P3 TEN 2018,Phase5 Tiled,TF,9.0,45.8,334.7,C,Yes,02P23RR136,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.04,1.91,5.23,10.11,8.54,7.24,2690.0,11.0,5.0,62.58,0.95,61.46,63.57,65.41,20943.0,49.68,62.1,66.3,72.2,80.0,8.0,6.0,15.3,1.7,12.1,16.8,16.4,96.4,,1.91,1.91,17.2,17.2,924.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR117,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-Q3 TEN 2018,Phase5 Tiled,TF,8.9,47.8,350.9,C,Yes,02P23RR137,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,7.37,1.75,4.81,9.3,7.82,6.63,2585.0,11.0,5.0,67.26,1.19,65.87,68.45,70.3,23599.0,51.85,64.8,68.5,74.4,82.0,8.0,6.0,15.3,1.7,12.1,16.8,16.4,97.7,,1.91,1.91,17.2,17.2,965.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR118,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-R3 TEN 2018,Phase5 Tiled,TF,8.9,49.4,363.9,C,Yes,02P23RR138,DTEPS,Yes,,,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.5,1.33,6.08,8.72,8.11,6.9,2728.0,7.0,3.0,72.0,1.23,70.58,72.75,76.26,26196.0,54.94,68.7,72.1,78.0,85.8,8.0,6.0,15.3,1.7,12.1,16.8,16.4,98.6,,1.91,1.91,17.2,17.2,998.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2011-02-07,2017-11-30,Yes
01P19RR119,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72 2018,Phase5 Tiled,TF,9.0,45.4,327.9,C,Yes,02P23RR141,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.2,1.95,5.34,10.36,8.71,7.38,2689.0,11.0,5.0,66.3,2.61,64.14,70.43,66.04,21739.0,50.45,63.1,67.5,73.5,81.5,8.0,6.0,15.3,1.7,12.1,16.8,16.4,95.9,,1.91,1.91,17.2,17.2,909.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
01P19RR120,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72C 2018,Phase5 Tiled,TF,9.0,45.4,327.9,C,Yes,02P23RR142,DTEPS,Yes,,,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.2,1.95,5.34,10.36,8.71,7.38,2689.0,11.0,5.0,66.3,2.61,64.14,70.43,66.04,21739.0,50.45,63.1,67.5,73.5,81.5,8.0,6.0,15.3,1.7,12.1,16.8,16.4,95.9,,1.91,1.91,17.2,17.2,909.0,0.0,,0,,98.9,102.1,275.0,304.6,0.00308,0.01935,Rolls-Royce,Derby,2009-09-24,2017-11-30,Yes
02P23RR126,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-AE3 TEN 2021,Phase5 Tiled,TF,9.14026,43.1771733805117,310.86399447,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,9.869285042788675,1.8271855711209681,6.33,12.23,10.35,8.768925229313501,3067.852254237596,18.0,8.0,58.61779058361395,0.7937321289326781,57.68,59.71,60.69350857694549,18221.251103874714,48.0343519130117,60.04293989126463,65.01409701668231,71.14100465960402,79.36449680891131,18.0,8.0,14.7,2.0,11.4,16.7,16.4,94.5,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,883.9571124013426,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR127,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-CE3 TEN 2021,Phase5 Tiled,TF,9.01653,46.0013364180729,334.679775058,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,8.546091092236553,1.6564585658433415,5.47,10.65,8.96,7.6,2860.061098519721,18.0,8.0,65.83944000569298,0.8020874643962352,64.73,66.95,68.17088424693829,22034.02925106492,51.64354439237477,64.55443049046845,68.85758592035192,74.94376034068144,83.01098980721764,18.0,8.0,14.7,2.0,11.4,16.7,16.4,96.4,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,946.9587302307295,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR128,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-D3 TEN 2021,Phase5 Tiled,TF,9.01653,46.0013364180729,334.679775058,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,8.546091092236553,1.6564585658433415,5.47,10.65,8.96,7.6,2860.061098519721,18.0,8.0,65.83944000569298,0.8020874643962352,64.73,66.95,68.17088424693829,22034.02925106492,51.64354439237477,64.55443049046845,68.85758592035192,74.94376034068144,83.01098980721764,18.0,8.0,14.7,2.0,11.4,16.7,16.4,96.4,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,946.9587302307295,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR129,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-G3 TEN 2021,Phase5 Tiled,TF,9.074,44.6969243331519,323.728252494,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,9.116323880254733,1.7283078514705241,5.84,11.33,9.56,8.1,2951.064311092113,18.0,8.0,62.38911399710677,0.7662152109964498,61.46,63.48,64.5983785432872,20196.110859586377,49.92384043686742,62.40480054608428,67.01504238814437,73.11325937511042,81.24167000692871,18.0,8.0,14.7,2.0,11.4,16.7,16.4,95.5,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,917.8536242402249,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR130,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-H3 TEN 2021,Phase5 Tiled,TF,9.28204,40.3475857376157,287.137178322,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,11.444722974483165,2.0505388242372806,7.4,14.1,12.0,10.2,3286.0414550046366,18.0,8.0,52.334640407646006,0.8919936303822141,50.9,53.47,54.18786540447919,15026.4710028992,44.89647106357576,56.12058882946971,61.79117342952542,68.02807088423089,76.52015348140318,18.0,8.0,14.7,2.0,11.4,16.7,16.4,92.4,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,823.180947412985,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR131,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-J3 TEN 2021,Phase5 Tiled,TF,8.93421,47.9557532661949,350.902440692,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,7.801289278905611,1.5631097825909017,5.03,9.78,8.18,6.9,2737.354826935967,18.0,8.0,71.43139979641516,1.1218044952238155,69.37,72.61,73.96086125120644,25064.201574504354,54.418381948322164,68.02297743540271,71.8683841016809,77.95895462257374,85.96947209576655,18.0,8.0,14.7,2.0,11.4,16.7,16.4,97.7,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,990.5744503916055,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR132,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-K3 TEN 2021,Phase5 Tiled,TF,8.93421,47.9557532661949,350.902440692,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,7.801289278905611,1.5631097825909017,5.03,9.78,8.18,6.9,2737.354826935967,18.0,8.0,71.43139979641516,1.1218044952238155,69.37,72.61,73.96086125120644,25064.201574504354,54.418381948322164,68.02297743540271,71.8683841016809,77.95895462257374,85.96947209576655,18.0,8.0,14.7,2.0,11.4,16.7,16.4,97.7,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,990.5744503916055,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR133,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-L3 TEN 2021,Phase5 Tiled,TF,9.01653,46.0013364180729,334.679775058,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,8.546091092236553,1.6564585658433415,5.47,10.65,8.96,7.6,2860.061098519721,18.0,8.0,65.83944000569298,0.8020874643962352,64.73,66.95,68.17088424693829,22034.02925106492,51.64354439237477,64.55443049046845,68.85758592035192,74.94376034068144,83.01098980721764,18.0,8.0,14.7,2.0,11.4,16.7,16.4,96.4,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,946.9587302307295,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR134,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-M3 TEN 2021,Phase5 Tiled,TF,8.91709,48.7886281981492,358.055181668,C,,,DTEPS,Yes,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,7.8404586713056545,1.2505813628940323,6.54,9.43,8.28,7.0,2807.1767475213687,14.0,6.0,74.64188669600955,0.8834597074557312,73.24,75.47,77.7114905736695,26724.580475247825,56.485692483002914,70.60711560375366,74.3100946516322,80.49892696138214,88.61332175780501,14.0,6.0,14.7,2.0,11.4,16.7,16.4,98.2,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,1010.1842889110646,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR135,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-N3 TEN 2021,Phase5 Tiled,TF,8.91709,48.7886281981492,358.055181668,C,,,DTEPS,Yes,,,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,7.8404586713056545,1.2505813628940323,6.54,9.43,8.28,7.0,2807.1767475213687,14.0,6.0,74.64188669600955,0.8834597074557312,73.24,75.47,77.7114905736695,26724.580475247825,56.485692483002914,70.60711560375366,74.3100946516322,80.49892696138214,88.61332175780501,14.0,6.0,14.7,2.0,11.4,16.7,16.4,98.2,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,1010.1842889110646,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR136,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-P3 TEN 2021,Phase5 Tiled,TF,9.01653,46.0013364180729,334.679775058,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,8.546091092236553,1.6564585658433415,5.47,10.65,8.96,7.6,2860.061098519721,18.0,8.0,65.83944000569298,0.8020874643962352,64.73,66.95,68.17088424693829,22034.02925106492,51.64354439237477,64.55443049046845,68.85758592035192,74.94376034068144,83.01098980721764,18.0,8.0,14.7,2.0,11.4,16.7,16.4,96.4,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,946.9587302307295,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
02P23RR137,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-Q3 TEN 2021,Phase5 Tiled,TF,8.93421,47.9557532661949,350.902440692,C,,,DTEPS,Yes,,,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,7.801289278905611,1.5631097825909017,5.03,9.78,8.18,6.9,2737.354826935967,18.0,8.0,71.43139979641516,1.1218044952238155,69.37,72.61,73.96086125120644,25064.201574504354,54.418381948322164,68.02297743540271,71.8683841016809,77.95895462257374,85.96947209576655,18.0,8.0,14.7,2.0,11.4,16.7,16.4,97.7,,1.91609427775214,1.91609427775214,16.8944444444444,16.8944444444444,990.5744503916055,0.0,,0,,98.9,102.1,280.4,303.5,0.00308,0.01917,Rolls-Royce plc,Derby,2009-09-24,2019-08-28,Yes
