uid,gsdb,manufacturer,engine,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_total_mass,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,ambient_pressure_min,ambient_pressure_max,ambient_temperature_min,ambient_temperature_max,ambient_humidity_min,ambient_humidity_max,test_organization,test_location,initial_test_date,final_test_date,fuel_venting_compliant
11RR048,11,Rolls-Royce plc,TAY 611-8 (2012),TAY 611-8C,Tubular,MTF,3.26,15.88,61.6,C/R,,,DTEPS,Yes,Out of production,,5.0,3.0,4.465,1.308,2.57,5.62,5.2,26.6,275.0,5.0,3.0,66.9,11.5,59.55,82.67,72.4,61.3,4123.0,5.0,3.0,40.58,0.9,39.5,41.7,43.0,2500.0,59.9,74.9,85.7,91.2,105.1,5.0,3.0,4.7,0.59,3.67,5.2,5.2,19.1,,1.946,1.946,17.1,17.1,321.0,0.0,,0,,99.9,102.0,281.4,292.5,0.00475,0.00587,Rolls-Royce,Dahlewitz,2002-01-22,2011-05-08,
3RR031,3,Rolls-Royce plc,TAY 650-15,TAY 650,Pedhead,MTF,3.0,15.9,67.2,C,,,DTEPS,Yes,Out of production,,1.0,1.0,3.9,,,,6.0,30.6,261.0,4.0,1.0,65.16,,62.4,67.9,80.0,67.8,4361.0,4.0,1.0,38.75,,38.1,39.5,44.9,2591.0,62.6,78.2,91.6,98.7,115.8,4.0,1.0,9.87,,9.3,10.4,12.7,48.1,AVTUR,1.95,1.95,16.1,16.1,377.0,0.0,,0,,,,283.0,283.0,0.0068,0.0081,Rolls-Royce plc,SINFIN-Derby,1997-06-01,,
3RR032,3,Rolls-Royce plc,TAY 651-54 combustor Pedhead,TAY 651,Pedhead,MTF,3.0,16.4,68.5,C,,,DTEPS,Yes,Out of production,,1.0,1.0,4.08,,,,6.3,32.1,276.0,4.0,1.0,66.93,,64.2,69.8,82.2,69.6,4532.0,4.0,1.0,40.45,,39.7,41.1,46.9,2760.0,64.4,80.5,94.6,102.2,120.3,4.0,1.0,9.87,,9.3,10.4,12.7,48.4,AVTUR,1.95,1.95,16.1,16.1,381.0,0.0,,0,,,,283.0,283.0,0.0068,0.0081,Rolls-Royce plc,SINFIN-Derby,1997-06-01,,
3RR033,3,Rolls-Royce plc,TAY 651-54 combustor Transply,TAY 651,Transply,MTF,3.0,16.4,68.5,C,,,DTEPS,Yes,Out of production,,4.0,2.0,10.2,,9.9,10.4,13.3,67.9,689.0,4.0,2.0,99.7,,91.6,107.8,113.6,96.3,6744.0,4.0,2.0,43.9,,40.9,46.8,48.3,2990.0,66.3,82.9,97.4,105.2,123.9,4.0,2.0,17.5,,16.1,18.9,20.5,78.1,AVTUR,1.91,1.91,20.0,20.0,381.0,0.0,,0,,99.0,101.0,280.0,289.0,0.005,0.008,Rolls-Royce plc,SINFIN-Derby,1988-03-01,1989-10-01,
1RR019,1,Rolls-Royce plc,TAY 611-8 initial,TAY 611-8,,MTF,3.0,16.1,61.6,C,,,NME,Yes,Out of production,,6.0,2.0,10.7,1.4,9.11,12.97,13.9,71.0,684.0,6.0,2.0,69.3,4.1,65.5,74.8,79.0,66.9,4440.0,6.0,2.0,45.6,0.7,44.9,46.7,50.1,2814.0,69.5,86.8,99.2,105.6,121.5,6.0,2.0,21.3,1.6,18.9,22.8,25.0,92.4,AVTUR,1.91,1.91,20.0,20.0,342.0,0.0,,0,,100.0,100.0,288.0,288.0,0.005,0.005,,,1986-10-01,1986-11-01,
1RR020,1,Rolls-Royce plc,TAY 620-15,TAY 620-15,,MTF,3.0,16.1,61.6,C,,,NME,Yes,Out of production,,6.0,2.0,10.7,1.4,9.11,12.97,13.9,71.0,684.0,6.0,2.0,69.3,4.1,65.5,74.8,79.0,66.9,4440.0,6.0,2.0,45.6,0.7,44.9,46.7,50.1,2814.0,69.5,86.8,99.2,105.6,121.5,6.0,2.0,21.3,1.6,18.9,22.8,25.0,92.4,AVTUR,1.91,1.91,20.0,20.0,342.0,0.0,,0,,100.0,100.0,288.0,288.0,0.005,0.005,,,1986-10-01,1986-11-01,
1RR021,1,Rolls-Royce plc,TAY 620-15,TAY 620-15,,MTF,3.0,16.4,67.2,C,,,DTEPS,Yes,Out of production,,4.0,2.0,10.7,0.63,10.2,11.1,13.9,71.0,717.0,4.0,2.0,102.9,11.8,94.6,111.3,117.2,99.4,6921.0,4.0,2.0,42.8,3.92,40.2,45.6,47.1,2875.0,64.6,80.8,94.4,101.7,119.3,4.0,2.0,17.6,1.98,16.2,19.0,20.6,78.2,AVTUR,1.91,1.91,20.0,20.0,378.0,0.0,,0,,99.0,101.0,280.0,289.0,0.005,0.008,Rolls-Royce Ltd,Derby,1988-03-01,1989-10-01,
8RR044,8,Rolls-Royce plc,TRENT 500,Trent 553-61,Phase5 Tiled,TF,7.5,35.19,251.9,C,,,NME/DTEPS,Yes,Out of production,,7.0,3.0,0.2,0.17,0.1,0.4,0.3,1.5,60.0,7.0,3.0,15.8,1.2,14.6,16.9,17.0,14.4,3979.0,7.0,3.0,57.3,1.48,55.9,58.8,60.7,14444.0,55.0,68.7,78.4,87.5,100.3,7.0,3.0,4.9,2.97,2.8,8.4,5.4,29.3,,1.97,1.97,17.4,17.4,820.0,0.0,,0,,100.04,102.91,275.5,280.3,0.0038,0.0062,Rolls-Royce,Derby,2005-06-23,2005-06-24,Yes
6RR041,6,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,7.5,36.71,261.5,C,,,NME,Yes,Out of production,2004,4.0,2.0,0.1,0.14,0.0,0.2,0.2,1.0,36.0,4.0,2.0,14.6,0.99,13.9,15.3,16.6,14.1,3826.0,4.0,2.0,61.1,0.42,60.8,61.4,67.2,16113.0,59.2,74.1,83.6,92.8,105.8,4.0,2.0,3.1,1.13,2.3,3.9,3.7,20.3,,1.97,1.97,17.6,17.6,843.0,0.0,,0,,100.04,102.91,275.5,280.3,0.0038,0.0062,Rolls-Royce,Derby,2002-01-07,2002-01-18,Yes
8RR045,8,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,7.5,36.63,263.9,C,,,NME/DTEPS,Yes,Out of production,,7.0,3.0,0.2,0.2,0.0,0.4,0.3,1.5,57.0,7.0,3.0,14.3,1.2,13.5,15.8,15.2,12.9,3762.0,7.0,3.0,61.3,1.72,59.8,63.2,64.9,16167.0,57.3,71.6,80.9,89.9,102.4,7.0,3.0,4.9,3.12,2.4,8.4,5.4,29.8,,1.97,1.97,17.4,17.4,843.0,0.0,,0,,100.04,102.91,275.5,280.3,0.0038,0.0062,Rolls-Royce,Derby,2005-06-23,2005-06-24,Yes
2RR022,2,Rolls-Royce plc,TRENT 700 A,TRENT 768 A,,MTF,5.15,34.04,298.7,C,,,NME,Yes,Out of service,,3.0,1.0,2.52,,1.53,3.52,3.9,19.8,752.0,3.0,1.0,15.1,,13.83,15.92,18.5,15.7,4496.0,3.0,1.0,62.52,,62.1,62.8,72.5,18672.0,67.1,83.8,96.5,108.1,124.6,3.0,1.0,1.26,,1.1,1.5,1.6,9.2,AVTUR,1.94,1.94,16.0,16.0,1041.0,0.0,,0,,100.6,100.6,293.0,293.0,0.0073,0.0084,Rolls-Royce plc,SINFIN-Derby,1994-07-01,,
3RR029,3,Rolls-Royce plc,TRENT 700 B,TRENT 768 B,Improved traverse,MTF,5.15,34.0,300.3,C,,,DTEPS,Yes,Out of production,,3.0,1.0,2.7,,2.29,3.13,4.2,21.4,801.0,3.0,1.0,29.7,,27.6,31.4,36.5,30.9,8786.0,3.0,1.0,52.2,,51.0,53.1,60.5,15658.0,56.0,70.0,80.7,90.4,104.1,3.0,1.0,2.0,,1.6,2.5,2.6,14.8,AVTUR,1.95,1.95,16.0,16.0,1061.0,0.0,,0,,100.2,100.2,287.0,287.0,0.0053,0.0089,Rolls-Royce plc,SINFIN-Derby,1994-09-01,,
2RR023,2,Rolls-Royce plc,TRENT 700 A,TRENT 772 A,,MTF,5.03,35.79,315.9,C,,,NME,Yes,Out of service,,3.0,1.0,2.29,,1.23,3.18,3.5,18.0,735.0,3.0,1.0,13.32,,12.29,14.0,16.4,13.9,4175.0,3.0,1.0,68.09,,67.7,68.4,78.9,21462.0,70.7,88.4,100.4,111.9,127.9,3.0,1.0,1.26,,1.1,1.5,1.6,9.4,AVTUR,1.94,1.94,16.0,16.0,1096.0,0.0,,0,,100.6,100.6,293.0,293.0,0.0073,0.0084,Rolls-Royce plc,SINFIN-Derby,1994-07-01,,
3RR030,3,Rolls-Royce plc,TRENT 700 B,TRENT 772 B,Improved traverse,MTF,5.03,35.8,316.3,C,Yes,14RR071,DTEPS,Yes,,,3.0,1.0,2.06,,1.74,2.37,3.2,16.3,640.0,3.0,1.0,26.0,,24.2,27.4,31.9,27.0,8099.0,3.0,1.0,56.3,,55.0,57.4,65.3,17784.0,58.5,73.1,83.1,92.5,105.8,3.0,1.0,2.0,,1.6,2.5,2.6,15.1,AVTUR,1.95,1.95,16.0,16.0,1116.0,0.0,,0,,100.2,100.2,287.0,287.0,0.0053,0.0089,Rolls-Royce plc,SINFIN-Derby,1994-09-01,,
01P14RR101,14,Rolls-Royce plc,TRENT 700 C,TRENT 768 C,Phase5,MTF,5.15,34.48,304.2,C,,,DTEPS,Yes,,,9.0,3.0,4.28,1.01,3.12,4.93,5.0,25.5,1303.0,9.0,3.0,37.51,6.51,30.3,42.94,40.6,34.4,11411.0,9.0,3.0,50.66,2.19,49.18,53.18,53.7,15414.0,49.3,61.6,70.7,79.0,90.8,9.0,3.0,1.91,0.65,1.2,2.5,2.1,12.0,,1.91,1.91,17.7,17.7,1027.0,0.0,,0,,95.1,101.3,279.8,293.2,0.00473,0.00886,Rolls-Royce plc,Derby,1995-03-16,2014-06-02,Yes
01P14RR102,14,Rolls-Royce plc,TRENT 700 C,TRENT 772 C,Phase5,MTF,5.03,36.3302939575395,320.3,C/R,,,DTEPS,Yes,,,9.0,3.0,3.27,0.75,2.41,3.74,3.82,19.5,1048.0,9.0,3.0,33.12,5.61,26.8,37.48,35.8,30.4,10606.0,9.0,3.0,55.17,2.4,53.41,57.9,58.4,17668.0,51.9,64.8,73.4,81.6,93.1,9.0,3.0,1.94,0.66,1.3,2.6,2.14,12.4,,1.91,1.91,17.7,17.7,1085.0,0.0,,0,,95.1,101.3,279.8,293.2,0.00473,0.00886,Rolls-Royce plc,Derby,1995-03-16,2014-06-02,Yes
2RR024,2,Rolls-Royce plc,TRENT 800,Trent 875,,TF,6.08,35.42,351.85,C,,,DTEPS,Yes,Out of production,2009,3.0,1.0,2.2,,1.85,2.52,3.4,17.3,778.0,3.0,1.0,24.93,,23.17,26.31,30.6,25.9,8848.0,3.0,1.0,49.88,,48.7,50.8,57.8,17575.0,52.2,65.2,74.3,82.8,94.8,3.0,1.0,5.34,,4.7,6.0,6.9,41.0,AVTUR,1.95,1.95,16.0,16.0,1117.0,0.0,,0,,100.2,100.2,287.0,287.0,0.00527,0.00886,Rolls-Royce plc,SINFIN-Derby,1994-09-01,,
2RR025,2,Rolls-Royce plc,TRENT 800,Trent 877,,TF,6.02,36.3,361.64,C,,,DTEPS,Yes,Out of production,2009,3.0,1.0,1.9,,1.6,2.18,2.9,14.9,677.0,3.0,1.0,23.26,,21.62,24.46,28.6,24.2,8302.0,3.0,1.0,51.82,,50.5,52.8,60.1,18736.0,53.3,66.7,75.5,83.9,95.8,3.0,1.0,5.34,,4.7,6.0,6.9,41.3,AVTUR,1.95,1.95,16.0,16.0,1139.0,0.0,,0,,100.2,100.2,287.0,287.0,0.00527,0.00886,Rolls-Royce plc,SINFIN-Derby,1994-09-01,,
2RR026,2,Rolls-Royce plc,TRENT 800,Trent 884,,TF,5.87,38.96,390.1,C,,,DTEPS,Yes,Out of production,2009,3.0,1.0,1.21,,1.03,1.4,1.9,9.5,484.0,3.0,1.0,19.02,,17.64,19.78,23.4,19.8,7602.0,3.0,1.0,58.0,,56.5,59.2,67.2,22687.0,57.0,71.3,79.2,87.4,98.8,3.0,1.0,5.34,,4.7,6.0,6.9,42.1,AVTUR,1.95,1.95,16.0,16.0,1247.0,0.0,,0,,100.2,100.2,287.0,287.0,0.00527,0.00886,Rolls-Royce plc,SINFIN-Derby,1994-09-01,,
2RR027,2,Rolls-Royce plc,TRENT 800,Trent 892,,TF,5.7,41.38,411.48,C,,,DTEPS,Yes,Out of production,2009,3.0,1.0,0.79,,0.67,0.93,1.2,6.1,329.0,3.0,1.0,15.34,,13.98,16.27,18.8,15.9,6381.0,3.0,1.0,64.05,,62.2,65.6,74.2,26405.0,60.4,75.6,82.7,90.8,101.8,3.0,1.0,5.34,,4.7,6.0,6.9,42.8,AVTUR,1.95,1.95,16.0,16.0,1281.0,0.0,,0,,100.2,100.2,287.0,287.0,0.00527,0.00886,Rolls-Royce plc,SINFIN-Derby,1994-09-01,,
5RR040,5,Rolls-Royce plc,TRENT 800,Trent 895,,TF,5.7,41.52,413.05,C,,,DTEPS,Yes,Out of production,2009,3.0,1.0,1.1,,0.95,1.24,1.7,8.6,462.0,3.0,1.0,18.8,,17.71,19.67,23.1,19.6,7834.0,3.0,1.0,67.81,,65.76,69.5,78.6,28029.0,63.9,79.9,87.3,95.9,107.4,3.0,1.0,5.34,,4.7,6.0,6.9,42.8,AVTUR,1.95,1.95,16.0,16.0,1357.0,0.0,,0,,100.2,100.2,287.0,287.0,0.0053,0.0089,Rolls-Royce plc,SINFIN-Derby,1994-09-01,,
8RR046,8,Rolls-Royce plc,TRENT 900 2007,TRENT 970-84 2007,Phase5 Tiled,TF,7.5,38.97,334.7,C,Yes,18RR081,DTEPS,Yes,,,3.0,1.0,0.2,0.091,0.2,0.3,0.4,1.9,81.0,3.0,1.0,19.3,0.083,19.0,19.2,23.6,20.0,6461.0,3.0,1.0,49.5,0.772,49.0,50.5,57.4,16555.0,48.7,60.8,67.6,74.6,84.3,3.0,1.0,5.23,1.201,4.1,6.5,6.8,39.6,,1.9,1.9,18.6,18.6,980.0,0.0,,0,,100.4,100.4,291.0,291.6,0.00517,0.00578,Rolls-Royce,Derby,2006-03-18,2006-03-18,
9RR047,9,Rolls-Royce plc,TRENT 900 2007,TRENT 972-84 2007,Phase5 Tiled,TF,7.5,38.64,345.9,C,Yes,18RR083,DTEPS,Yes,,,3.0,1.0,0.3,0.084,0.2,0.4,0.5,2.3,101.0,3.0,1.0,20.5,0.116,20.4,20.6,25.2,21.3,7099.0,3.0,1.0,50.1,0.802,49.5,51.0,58.1,17327.0,49.5,61.9,68.9,76.2,86.2,3.0,1.0,5.3,1.095,4.2,6.4,6.8,40.5,,1.86,1.86,18.6,18.6,1009.0,0.0,,0,,100.4,100.4,291.0,291.6,0.00517,0.00578,Rolls-Royce,Derby,2006-03-18,2006-03-18,
18RR082,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84B 2017,Phase5 Tiled,TF,8.38,39.35,352.9,C,,,DTEPS,Yes,Out of service,,6.0,3.0,0.16,0.05,0.13,0.21,0.18,0.9,56.0,6.0,3.0,15.5,1.63,14.13,17.3,16.77,14.2,5471.0,6.0,3.0,52.68,1.94,50.92,54.77,55.8,18591.0,47.0,58.8,65.1,71.9,81.1,6.0,3.0,7.1,2.7,5.2,9.0,8.3,49.7,,1.88,1.88,18.2,18.2,1001.0,0.0,,0,,99.7,101.9,276.6,286.7,0.00243,0.01133,Rolls-Royce,Derby,2003-10-17,2016-04-26,Yes
01P18RR103,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84 2017,Phase5 Tiled,TF,8.45,38.0,338.7,C,,,DTEPS,Yes,,,6.0,3.0,0.19,0.06,0.13,0.26,0.22,1.1,65.0,6.0,3.0,16.68,1.76,15.2,18.62,18.04,15.3,5650.0,6.0,3.0,49.67,1.89,47.9,51.66,52.61,16826.0,45.4,56.7,63.4,70.2,79.6,6.0,3.0,7.1,2.7,5.2,9.0,8.3,49.1,,1.88,1.88,18.2,18.2,965.0,0.0,,0,,99.7,101.9,276.6,286.7,0.00243,0.01133,Rolls-Royce,Derby,2003-10-17,2016-04-26,Yes
01P18RR104,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972-84 2017,Phase5 Tiled,TF,8.41,38.68,345.9,C,,,DTEPS,Yes,,,6.0,3.0,0.17,0.05,0.13,0.24,0.2,1.0,60.0,6.0,3.0,16.06,1.69,14.64,17.93,17.37,14.7,5557.0,6.0,3.0,51.16,1.92,49.39,53.2,54.19,17699.0,46.2,57.7,64.2,71.0,80.3,6.0,3.0,7.1,2.7,5.2,9.0,8.3,49.4,,1.88,1.88,18.2,18.2,983.0,0.0,,0,,99.7,101.9,276.6,286.7,0.00243,0.01133,Rolls-Royce,Derby,2003-10-17,2016-04-26,Yes
01P18RR105,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972E-84 2017,Phase5 Tiled,TF,8.41,38.68,345.9,C,,,DTEPS,Yes,,,6.0,3.0,0.17,0.05,0.13,0.24,0.2,1.0,60.0,6.0,3.0,16.06,1.69,14.64,17.93,17.37,14.7,5557.0,6.0,3.0,51.16,1.92,49.39,53.2,54.19,17699.0,46.2,57.7,64.2,71.0,80.3,6.0,3.0,7.1,2.7,5.2,9.0,8.3,49.4,,1.88,1.88,18.2,18.2,983.0,0.0,,0,,99.7,101.9,276.6,286.7,0.00243,0.01133,Rolls-Royce,Derby,2003-10-17,2016-04-26,Yes
11RR049,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-A Pack-B 2012,Phase5 Tiled,TF,9.47,41.0,310.8,C,Yes,12RR055,DTEPS,Yes,Out of production,,5.0,3.0,0.07,0.054,0.0,0.1,0.08,0.4,21.0,5.0,3.0,11.26,3.2,6.9,14.1,12.18,10.3,3499.0,5.0,3.0,55.81,0.9,54.9,56.9,59.12,17350.0,48.4,60.5,66.4,72.9,82.0,5.0,3.0,5.23,1.99,3.0,8.2,5.75,33.1,,1.89,1.89,16.7,16.7,74.0,0.0,,0,,98.9,102.1,284.1,290.3,0.00432,0.00721,Rolls-Royce,Derby,2009-09-24,2011-06-09,
11RR050,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-C Pack-B 2012,Phase5 Tiled,TF,9.32,43.78,334.7,C,Yes,12RR056,DTEPS,Yes,Out of production,,5.0,3.0,0.04,0.037,0.0,0.1,0.05,0.3,14.0,5.0,3.0,9.67,2.8,5.8,12.2,10.46,8.9,3238.0,5.0,3.0,62.58,0.98,61.5,63.8,66.28,20942.0,52.0,64.9,70.1,76.6,85.3,5.0,3.0,5.23,1.99,3.0,8.2,5.75,33.8,,1.89,1.89,16.7,16.7,75.0,0.0,,0,,98.9,102.1,284.1,290.3,0.00432,0.00721,Rolls-Royce,Derby,2009-09-24,2011-06-09,
11RR051,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-D Pack-B 2012,Phase5 Tiled,TF,9.32,43.78,334.7,C,Yes,12RR057,DTEPS,Yes,Out of production,,5.0,3.0,0.04,0.037,0.0,0.1,0.05,0.3,14.0,5.0,3.0,9.67,2.8,5.8,12.2,10.46,8.9,3238.0,5.0,3.0,62.58,0.98,61.5,63.8,66.28,20942.0,52.0,64.9,70.1,76.6,85.3,5.0,3.0,5.2,1.99,3.0,8.2,5.75,33.8,,1.89,1.89,16.7,16.7,75.0,0.0,,0,,98.9,102.1,284.1,290.3,0.00432,0.00721,Rolls-Royce,Derby,2009-09-24,2011-06-09,
11RR052,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-E Pack-B 2012,Phase5 Tiled,TF,9.67,37.51,279.8,C,Yes,12RR058,DTEPS,Yes,Out of production,,5.0,3.0,0.12,0.097,0.0,0.2,0.14,0.7,33.0,5.0,3.0,14.11,3.8,9.0,17.6,15.26,12.9,3949.0,5.0,3.0,48.11,0.83,47.3,49.1,50.96,13462.0,44.3,55.4,62.1,68.9,78.2,5.0,3.0,5.2,1.99,3.0,8.2,5.75,32.2,,1.89,1.89,16.7,16.7,73.0,0.0,,0,,98.9,102.1,284.1,290.3,0.00432,0.00721,Rolls-Royce,Derby,2009-09-24,2011-06-09,
11RR053,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-G Pack-B 2012,Phase5 Tiled,TF,9.39,42.53,323.7,C,Yes,12RR059,DTEPS,Yes,Out of production,,5.0,3.0,0.05,0.045,0.0,0.1,0.06,0.3,17.0,5.0,3.0,10.37,3.0,6.3,13.0,11.22,9.5,3358.0,5.0,3.0,59.31,0.92,58.4,60.5,62.82,19198.0,50.2,62.8,68.2,74.8,83.6,5.0,3.0,5.2,1.99,3.0,8.2,5.75,33.5,,1.89,1.89,16.7,16.7,75.0,0.0,,0,,98.9,102.1,284.1,290.3,0.00432,0.00721,Rolls-Royce,Derby,2009-09-24,2011-06-09,
11RR054,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-H Pack-B 2012,Phase5 Tiled,TF,9.62,38.33,286.7,C,Yes,12RR060,DTEPS,Yes,Out of production,,5.0,3.0,0.1,0.084,0.0,0.2,0.12,0.6,29.0,5.0,3.0,13.34,3.6,8.5,16.7,14.43,12.2,3826.0,5.0,3.0,49.92,0.86,49.0,51.0,52.88,14312.0,45.3,56.7,63.2,69.9,79.2,5.0,3.0,5.23,1.99,3.0,8.2,5.75,32.4,,1.89,1.89,16.7,16.7,73.0,0.0,,0,,98.9,102.1,284.1,290.3,0.00432,0.00721,Rolls-Royce,Derby,2009-09-24,2011-06-09,
12RR069,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-L2 Pack-C1 2013,Phase5 Tiled,TF,9.16,44.1,334.7,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.03,0.04,0.0,0.08,0.04,0.2,11.59,8.0,4.0,9.36,2.52,6.32,12.14,10.01,8.48,3131.0,8.0,4.0,61.96,0.83,61.13,62.91,65.11,20735.0,50.78,63.48,68.39,74.69,83.12,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.21,,1.9,1.9,17.4,17.4,922.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR068,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-K2 Pack-C1 2013,Phase5 Tiled,TF,9.04,46.08,350.9,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.03,0.03,0.0,0.07,0.03,0.15,9.01,8.0,4.0,8.5,2.32,5.71,11.08,9.1,7.71,2984.0,8.0,4.0,67.06,1.04,66.09,68.25,70.47,23531.0,53.32,66.65,71.07,77.34,85.65,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.71,,1.9,1.9,17.4,17.4,962.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR067,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-J2 Pack-C1 2013,Phase5 Tiled,TF,9.04,46.08,350.9,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.03,0.03,0.0,0.07,0.03,0.15,9.01,8.0,4.0,8.5,2.32,5.71,11.08,9.1,7.71,2984.0,8.0,4.0,67.06,1.04,66.09,68.25,70.47,23531.0,53.32,66.65,71.07,77.34,85.65,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.71,,1.9,1.9,17.4,17.4,962.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR066,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-H2 Pack-C1 2013,Phase5 Tiled,TF,9.49,38.52,287.1,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.09,0.08,0.0,0.17,0.1,0.5,24.81,8.0,4.0,13.35,3.36,9.37,17.18,14.28,12.1,3832.0,8.0,4.0,49.8,0.77,49.13,50.61,52.34,14299.0,44.72,55.9,62.28,68.86,77.93,8.0,4.0,5.98,2.26,3.0,8.3,6.5,36.64,,1.9,1.9,17.4,17.4,817.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR065,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-G2 Pack-C1 2013,Phase5 Tiled,TF,9.23,42.81,323.7,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.04,0.04,0.0,0.09,0.05,0.24,13.56,8.0,4.0,10.02,2.66,6.81,12.98,10.72,9.08,3242.0,8.0,4.0,58.87,0.85,58.03,59.78,61.87,19058.0,49.25,61.56,66.79,73.14,81.67,8.0,4.0,5.98,2.26,3.0,8.3,6.5,37.86,,1.9,1.9,17.4,17.4,895.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR064,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-E2 Pack-C1 2013,Phase5 Tiled,TF,9.62,36.32,268.0,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.13,0.12,0.0,0.26,0.15,0.78,35.71,8.0,4.0,15.7,3.79,11.25,20.07,16.79,14.23,4207.0,8.0,4.0,45.51,0.63,44.95,46.26,47.82,12196.0,42.45,53.07,60.05,66.79,76.2,8.0,4.0,5.98,2.26,3.0,8.3,6.5,35.95,,1.9,1.9,17.4,17.4,769.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
12RR063,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-D2 Pack-C1 2013,Phase5 Tiled,TF,9.16,44.1,334.7,C,,,DTEPS,Yes,Out of production,,8.0,4.0,0.03,0.04,0.0,0.08,0.04,0.2,11.59,8.0,4.0,9.36,2.52,6.32,12.14,10.01,8.48,3131.0,8.0,4.0,61.96,0.83,61.13,62.91,65.11,20735.0,50.78,63.48,68.39,74.69,83.12,8.0,4.0,5.98,2.26,3.0,8.3,6.5,38.21,,1.9,1.9,17.4,17.4,922.0,0.0,,0,,98.9,102.1,284.1,293.2,0.00432,0.00968,Rolls-Royce,Derby,2009-09-24,2012-08-03,Yes
