uid,gsdb,manufacturer,engine,model,combustor,engine_type,thrust,einox,eico,eihc,smoke_number,fuel_flow
6RR041,6,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,222.275,32.76,0.25,0.0,2.09,1.83
6RR041,6,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,78.45,11.78,0.46,0.0,1.02,0.62
6RR041,6,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,18.305000000000003,6.19,10.3,0.1,0.76,0.23
8RR045,8,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,263.9,44.77,0.17,0.02,4.34,2.24
8RR045,8,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,224.31499999999997,33.25,0.38,0.01,4.17,1.83
8RR045,8,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,79.16999999999999,11.68,0.54,0.04,2.05,0.62
8RR045,8,Rolls-Royce plc,TRENT 500,Trent 556-61,Phase5 Tiled,TF,18.473,6.09,9.96,0.13,0.93,0.23
2RR022,2,Rolls-Royce plc,TRENT 700 A,TRENT 768 A,,MTF,298.7,39.11,0.18,0.25,,2.94
2RR022,2,Rolls-Royce plc,TRENT 700 A,TRENT 768 A,,MTF,253.89499999999998,30.01,0.13,0.38,,2.42
2RR022,2,Rolls-Royce plc,TRENT 700 A,TRENT 768 A,,MTF,89.61,10.34,0.86,0.84,,0.8
2RR022,2,Rolls-Royce plc,TRENT 700 A,TRENT 768 A,,MTF,20.909000000000002,5.6,10.52,1.08,,0.26
3RR029,3,Rolls-Royce plc,TRENT 700 B,TRENT 768 B,Improved traverse,MTF,300.3,31.25,0.18,0.0,1.9,2.97
3RR029,3,Rolls-Royce plc,TRENT 700 B,TRENT 768 B,Improved traverse,MTF,255.255,24.66,0.15,0.01,2.0,2.43
3RR029,3,Rolls-Royce plc,TRENT 700 B,TRENT 768 B,Improved traverse,MTF,90.09,10.01,1.02,0.01,0.7,0.81
3RR029,3,Rolls-Royce plc,TRENT 700 B,TRENT 768 B,Improved traverse,MTF,21.021000000000004,4.52,20.22,1.89,0.2,0.27
2RR023,2,Rolls-Royce plc,TRENT 700 A,TRENT 772 A,,MTF,315.9,43.6,0.18,0.33,,3.15
2RR023,2,Rolls-Royce plc,TRENT 700 A,TRENT 772 A,,MTF,268.515,32.66,0.15,0.35,,2.58
2RR023,2,Rolls-Royce plc,TRENT 700 A,TRENT 772 A,,MTF,94.77,10.68,0.78,0.81,,0.84
2RR023,2,Rolls-Royce plc,TRENT 700 A,TRENT 772 A,,MTF,22.113,5.74,9.36,0.97,,0.27
3RR030,3,Rolls-Royce plc,TRENT 700 B,TRENT 772 B,Improved traverse,MTF,316.3,34.38,0.2,0.0,1.9,3.2
3RR030,3,Rolls-Royce plc,TRENT 700 B,TRENT 772 B,Improved traverse,MTF,268.855,26.44,0.16,0.0,2.0,2.58
3RR030,3,Rolls-Royce plc,TRENT 700 B,TRENT 772 B,Improved traverse,MTF,94.89,10.3,0.89,0.01,0.7,0.85
3RR030,3,Rolls-Royce plc,TRENT 700 B,TRENT 772 B,Improved traverse,MTF,22.141000000000002,4.71,17.94,1.46,0.2,0.28
01P14RR101,14,Rolls-Royce plc,TRENT 700 C,TRENT 768 C,Phase5,MTF,304.2,32.01,0.35,0.0,1.5,2.907
01P14RR101,14,Rolls-Royce plc,TRENT 700 C,TRENT 768 C,Phase5,MTF,258.57,24.9,0.49,0.01,1.8,2.375
01P14RR101,14,Rolls-Royce plc,TRENT 700 C,TRENT 768 C,Phase5,MTF,91.25999999999999,10.12,1.71,0.04,0.5,0.781
01P14RR101,14,Rolls-Royce plc,TRENT 700 C,TRENT 768 C,Phase5,MTF,21.294,4.46,26.94,3.19,0.2,0.259
01P14RR102,14,Rolls-Royce plc,TRENT 700 C,TRENT 772 C,Phase5,MTF,320.3,35.56,0.21,0.01,1.4,3.139
01P14RR102,14,Rolls-Royce plc,TRENT 700 C,TRENT 772 C,Phase5,MTF,272.255,26.82,0.49,0.01,1.8,2.53
01P14RR102,14,Rolls-Royce plc,TRENT 700 C,TRENT 772 C,Phase5,MTF,96.09,10.42,1.56,0.04,0.6,0.821
01P14RR102,14,Rolls-Royce plc,TRENT 700 C,TRENT 772 C,Phase5,MTF,22.421000000000003,4.66,23.97,2.46,0.2,0.27
2RR024,2,Rolls-Royce plc,TRENT 800,Trent 875,,TF,351.85,33.32,0.19,0.0,4.86,3.1
2RR024,2,Rolls-Royce plc,TRENT 800,Trent 875,,TF,299.0725,26.55,0.16,0.0,5.26,2.57
2RR024,2,Rolls-Royce plc,TRENT 800,Trent 875,,TF,105.555,10.43,0.86,0.0,2.2,0.88
2RR024,2,Rolls-Royce plc,TRENT 800,Trent 875,,TF,24.629500000000004,4.64,19.66,1.78,0.5,0.28
2RR025,2,Rolls-Royce plc,TRENT 800,Trent 877,,TF,361.64,34.76,0.2,0.0,4.13,3.21
2RR025,2,Rolls-Royce plc,TRENT 800,Trent 877,,TF,307.394,27.59,0.16,0.0,5.27,2.66
2RR025,2,Rolls-Royce plc,TRENT 800,Trent 877,,TF,108.49199999999999,10.59,0.8,0.0,2.27,0.9
2RR025,2,Rolls-Royce plc,TRENT 800,Trent 877,,TF,25.3148,4.75,18.42,1.55,0.5,0.28
2RR026,2,Rolls-Royce plc,TRENT 800,Trent 884,,TF,390.1,40.05,0.24,0.0,4.37,3.56
2RR026,2,Rolls-Royce plc,TRENT 800,Trent 884,,TF,331.58500000000004,30.63,0.18,0.0,5.1,2.89
2RR026,2,Rolls-Royce plc,TRENT 800,Trent 884,,TF,117.03,11.07,0.65,0.0,2.53,0.97
2RR026,2,Rolls-Royce plc,TRENT 800,Trent 884,,TF,27.307000000000006,5.04,15.19,1.0,0.5,0.31
2RR027,2,Rolls-Royce plc,TRENT 800,Trent 892,,TF,411.48,45.7,0.28,0.01,4.0,3.91
2RR027,2,Rolls-Royce plc,TRENT 800,Trent 892,,TF,349.758,33.3,0.2,0.0,4.9,3.1
2RR027,2,Rolls-Royce plc,TRENT 800,Trent 892,,TF,123.444,11.58,0.57,0.0,2.76,1.0
2RR027,2,Rolls-Royce plc,TRENT 800,Trent 892,,TF,28.803600000000003,5.33,13.07,0.7,0.53,0.3
5RR040,5,Rolls-Royce plc,TRENT 800,Trent 895,,TF,413.05,47.79,0.27,0.02,4.0,4.03
5RR040,5,Rolls-Royce plc,TRENT 800,Trent 895,,TF,351.0925,34.29,0.19,0.0,4.9,3.19
5RR040,5,Rolls-Royce plc,TRENT 800,Trent 895,,TF,123.91499999999999,11.39,0.54,0.0,2.6,1.05
5RR040,5,Rolls-Royce plc,TRENT 800,Trent 895,,TF,28.913500000000003,5.11,14.71,0.89,0.5,0.33
8RR046,8,Rolls-Royce plc,TRENT 900 2007,TRENT 970-84 2007,Phase5 Tiled,TF,334.7,37.2,0.4,0.0,4.1,2.6
8RR046,8,Rolls-Royce plc,TRENT 900 2007,TRENT 970-84 2007,Phase5 Tiled,TF,284.495,29.1,0.2,0.0,4.7,2.2
8RR046,8,Rolls-Royce plc,TRENT 900 2007,TRENT 970-84 2007,Phase5 Tiled,TF,100.41,11.4,1.4,0.0,2.6,0.7
8RR046,8,Rolls-Royce plc,TRENT 900 2007,TRENT 970-84 2007,Phase5 Tiled,TF,23.429000000000002,5.1,15.1,0.2,0.7,0.3
9RR047,9,Rolls-Royce plc,TRENT 900 2007,TRENT 972-84 2007,Phase5 Tiled,TF,345.9,38.8,0.4,0.0,4.1,2.69
9RR047,9,Rolls-Royce plc,TRENT 900 2007,TRENT 972-84 2007,Phase5 Tiled,TF,294.015,29.6,0.3,0.0,4.8,2.23
9RR047,9,Rolls-Royce plc,TRENT 900 2007,TRENT 972-84 2007,Phase5 Tiled,TF,103.77,11.8,1.4,0.0,2.6,0.75
9RR047,9,Rolls-Royce plc,TRENT 900 2007,TRENT 972-84 2007,Phase5 Tiled,TF,24.213,5.0,15.94,0.24,0.8,0.27
18RR082,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84B 2017,Phase5 Tiled,TF,352.9,41.34,0.33,0.0,6.1,2.738
18RR082,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84B 2017,Phase5 Tiled,TF,299.965,31.3,0.31,0.09,6.3,2.262
18RR082,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84B 2017,Phase5 Tiled,TF,105.86999999999999,12.37,1.05,0.07,3.3,0.749
18RR082,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84B 2017,Phase5 Tiled,TF,24.703,5.57,12.65,0.04,0.6,0.261
01P18RR103,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84 2017,Phase5 Tiled,TF,338.7,38.29,0.32,0.02,6.1,2.605
01P18RR103,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84 2017,Phase5 Tiled,TF,287.895,29.42,0.31,0.12,6.4,2.157
01P18RR103,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84 2017,Phase5 Tiled,TF,101.61,12.09,1.16,0.08,3.0,0.72
01P18RR103,18,Rolls-Royce plc,TRENT 900 2017,TRENT 970-84 2017,Phase5 Tiled,TF,23.709000000000003,5.44,13.38,0.04,0.6,0.255
01P18RR104,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972-84 2017,Phase5 Tiled,TF,345.9,39.78,0.32,0.01,6.1,2.672
01P18RR104,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972-84 2017,Phase5 Tiled,TF,294.015,30.36,0.31,0.11,6.4,2.21
01P18RR104,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972-84 2017,Phase5 Tiled,TF,103.77,12.23,1.1,0.07,3.2,0.735
01P18RR104,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972-84 2017,Phase5 Tiled,TF,24.213,5.51,13.0,0.04,0.6,0.258
01P18RR105,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972E-84 2017,Phase5 Tiled,TF,345.9,39.78,0.32,0.01,6.1,2.672
01P18RR105,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972E-84 2017,Phase5 Tiled,TF,294.015,30.36,0.31,0.11,6.4,2.21
01P18RR105,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972E-84 2017,Phase5 Tiled,TF,103.77,12.23,1.1,0.07,3.2,0.735
01P18RR105,18,Rolls-Royce plc,TRENT 900 2017,TRENT 972E-84 2017,Phase5 Tiled,TF,24.213,5.51,13.0,0.04,0.6,0.258
11RR049,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-A Pack-B 2012,Phase5 Tiled,TF,310.8,46.67,0.53,0.0,3.3,2.282
11RR049,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-A Pack-B 2012,Phase5 Tiled,TF,264.18,35.87,0.45,0.0,4.1,1.877
11RR049,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-A Pack-B 2012,Phase5 Tiled,TF,93.24,13.29,0.77,0.0,2.9,0.625
11RR049,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-A Pack-B 2012,Phase5 Tiled,TF,21.756000000000004,5.4,8.73,0.06,0.6,0.237
11RR050,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-C Pack-B 2012,Phase5 Tiled,TF,334.7,53.54,0.51,0.0,3.0,2.508
11RR050,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-C Pack-B 2012,Phase5 Tiled,TF,284.495,40.33,0.48,0.0,3.8,2.048
11RR050,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-C Pack-B 2012,Phase5 Tiled,TF,100.41,13.86,0.68,0.0,3.1,0.668
11RR050,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-C Pack-B 2012,Phase5 Tiled,TF,23.429000000000002,5.66,7.66,0.04,0.6,0.246
11RR051,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-D Pack-B 2012,Phase5 Tiled,TF,334.7,53.54,0.51,0.0,3.0,2.508
11RR051,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-D Pack-B 2012,Phase5 Tiled,TF,284.495,40.33,0.48,0.0,3.8,2.048
11RR051,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-D Pack-B 2012,Phase5 Tiled,TF,100.41,13.86,0.68,0.0,3.1,0.668
11RR051,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-D Pack-B 2012,Phase5 Tiled,TF,23.429000000000002,5.66,7.66,0.04,0.6,0.246
11RR052,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-E Pack-B 2012,Phase5 Tiled,TF,279.8,39.17,0.47,0.0,3.8,2.007
11RR052,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-E Pack-B 2012,Phase5 Tiled,TF,237.83,30.55,0.43,0.0,4.5,1.659
11RR052,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-E Pack-B 2012,Phase5 Tiled,TF,83.94,12.54,0.92,0.0,2.5,0.57
11RR052,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-E Pack-B 2012,Phase5 Tiled,TF,19.586000000000002,5.06,10.63,0.09,0.6,0.222
11RR053,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-G Pack-B 2012,Phase5 Tiled,TF,323.7,50.27,0.53,0.0,3.1,2.403
11RR053,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-G Pack-B 2012,Phase5 Tiled,TF,275.145,38.18,0.47,0.0,3.9,1.968
11RR053,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-G Pack-B 2012,Phase5 Tiled,TF,97.11,13.6,0.72,0.0,3.0,0.649
11RR053,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-G Pack-B 2012,Phase5 Tiled,TF,22.659000000000002,5.54,8.14,0.05,0.6,0.242
11RR054,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-H Pack-B 2012,Phase5 Tiled,TF,286.7,40.89,0.49,0.0,3.7,2.07
11RR054,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-H Pack-B 2012,Phase5 Tiled,TF,243.695,31.75,0.43,0.0,4.4,1.71
11RR054,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-H Pack-B 2012,Phase5 Tiled,TF,86.00999999999999,12.72,0.88,0.0,2.6,0.583
11RR054,11,Rolls-Royce plc,TRENT 1000 Pack-B 2012,TRENT 1000-H Pack-B 2012,Phase5 Tiled,TF,20.069000000000003,5.14,10.11,0.08,0.6,0.226
12RR069,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-L2 Pack-C1 2013,Phase5 Tiled,TF,334.7,52.65,0.5,0.0,3.3,2.503
12RR069,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-L2 Pack-C1 2013,Phase5 Tiled,TF,284.495,39.86,0.48,0.0,3.8,2.053
12RR069,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-L2 Pack-C1 2013,Phase5 Tiled,TF,100.41,13.67,0.67,0.0,3.9,0.666
12RR069,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-L2 Pack-C1 2013,Phase5 Tiled,TF,23.429000000000002,5.74,7.37,0.03,0.5,0.247
12RR068,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-K2 Pack-C1 2013,Phase5 Tiled,TF,350.9,58.04,0.43,0.0,3.9,2.663
12RR068,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-K2 Pack-C1 2013,Phase5 Tiled,TF,298.265,43.07,0.49,0.0,3.6,2.173
12RR068,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-K2 Pack-C1 2013,Phase5 Tiled,TF,105.27,14.06,0.62,0.0,4.1,0.696
12RR068,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-K2 Pack-C1 2013,Phase5 Tiled,TF,24.563000000000002,5.91,6.8,0.02,0.5,0.254
12RR067,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-J2 Pack-C1 2013,Phase5 Tiled,TF,350.9,58.04,0.43,0.0,3.9,2.663
12RR067,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-J2 Pack-C1 2013,Phase5 Tiled,TF,298.265,43.07,0.49,0.0,3.6,2.173
12RR067,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-J2 Pack-C1 2013,Phase5 Tiled,TF,105.27,14.06,0.62,0.0,4.1,0.696
12RR067,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-J2 Pack-C1 2013,Phase5 Tiled,TF,24.563000000000002,5.91,6.8,0.02,0.5,0.254
12RR066,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-H2 Pack-C1 2013,Phase5 Tiled,TF,287.1,40.46,0.48,0.0,3.8,2.075
12RR066,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-H2 Pack-C1 2013,Phase5 Tiled,TF,244.03500000000003,31.49,0.43,0.0,4.8,1.715
12RR066,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-H2 Pack-C1 2013,Phase5 Tiled,TF,86.13000000000001,12.56,0.89,0.0,3.3,0.582
12RR066,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-H2 Pack-C1 2013,Phase5 Tiled,TF,20.097000000000005,5.21,9.82,0.07,0.5,0.233
12RR065,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-G2 Pack-C1 2013,Phase5 Tiled,TF,323.7,49.57,0.51,0.0,3.3,2.402
12RR065,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-G2 Pack-C1 2013,Phase5 Tiled,TF,275.145,37.8,0.46,0.0,4.0,1.973
12RR065,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-G2 Pack-C1 2013,Phase5 Tiled,TF,97.11,13.41,0.72,0.0,3.8,0.647
12RR065,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-G2 Pack-C1 2013,Phase5 Tiled,TF,22.659000000000002,5.62,7.81,0.04,0.5,0.243
12RR064,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-E2 Pack-C1 2013,Phase5 Tiled,TF,268.0,36.25,0.46,0.0,4.1,1.912
12RR064,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-E2 Pack-C1 2013,Phase5 Tiled,TF,227.79999999999998,28.52,0.42,0.0,5.2,1.582
12RR064,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-E2 Pack-C1 2013,Phase5 Tiled,TF,80.39999999999999,12.12,1.01,0.0,3.1,0.549
12RR064,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-E2 Pack-C1 2013,Phase5 Tiled,TF,18.76,4.98,11.35,0.1,0.6,0.223
12RR063,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-D2 Pack-C1 2013,Phase5 Tiled,TF,334.7,52.65,0.5,0.0,3.3,2.503
12RR063,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-D2 Pack-C1 2013,Phase5 Tiled,TF,284.495,39.86,0.48,0.0,3.8,2.053
12RR063,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-D2 Pack-C1 2013,Phase5 Tiled,TF,100.41,13.67,0.67,0.0,3.9,0.666
12RR063,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-D2 Pack-C1 2013,Phase5 Tiled,TF,23.429000000000002,5.74,7.37,0.03,0.5,0.247
12RR062,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-C2 Pack-C1 2013,Phase5 Tiled,TF,334.7,52.65,0.5,0.0,3.3,2.503
12RR062,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-C2 Pack-C1 2013,Phase5 Tiled,TF,284.495,39.86,0.48,0.0,3.8,2.053
12RR062,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-C2 Pack-C1 2013,Phase5 Tiled,TF,100.41,13.67,0.67,0.0,3.9,0.666
12RR062,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-C2 Pack-C1 2013,Phase5 Tiled,TF,23.429000000000002,5.74,7.37,0.03,0.5,0.247
12RR061,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-A2 Pack-C1 2013,Phase5 Tiled,TF,310.9,46.11,0.51,0.0,3.5,2.284
12RR061,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-A2 Pack-C1 2013,Phase5 Tiled,TF,264.265,35.48,0.45,0.0,4.2,1.882
12RR061,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-A2 Pack-C1 2013,Phase5 Tiled,TF,93.27,13.11,0.77,0.0,3.6,0.624
12RR061,12,Rolls-Royce plc,TRENT 1000 Pack-C1 2013,TRENT 1000-A2 Pack-C1 2013,Phase5 Tiled,TF,21.763,5.48,8.4,0.04,0.5,0.245
12RR060,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-H Pack-B 2013,Phase5 Tiled,TF,287.1,40.54,0.49,0.0,3.8,2.07
12RR060,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-H Pack-B 2013,Phase5 Tiled,TF,244.03500000000003,31.54,0.43,0.0,4.8,1.71
12RR060,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-H Pack-B 2013,Phase5 Tiled,TF,86.13000000000001,12.62,0.87,0.0,3.3,0.583
12RR060,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-H Pack-B 2013,Phase5 Tiled,TF,20.097000000000005,5.21,9.8,0.07,0.5,0.226
12RR059,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-G Pack-B 2013,Phase5 Tiled,TF,323.7,50.15,0.52,0.0,3.4,2.403
12RR059,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-G Pack-B 2013,Phase5 Tiled,TF,275.145,37.84,0.47,0.0,4.0,1.968
12RR059,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-G Pack-B 2013,Phase5 Tiled,TF,97.11,13.5,0.69,0.0,3.8,0.649
12RR059,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-G Pack-B 2013,Phase5 Tiled,TF,22.659000000000002,5.6,7.88,0.04,0.5,0.242
12RR058,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-E Pack-B 2013,Phase5 Tiled,TF,268.0,36.29,0.46,0.0,4.2,1.907
12RR058,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-E Pack-B 2013,Phase5 Tiled,TF,227.79999999999998,28.62,0.42,0.0,5.2,1.579
12RR058,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-E Pack-B 2013,Phase5 Tiled,TF,80.39999999999999,12.16,0.99,0.0,3.1,0.549
12RR058,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-E Pack-B 2013,Phase5 Tiled,TF,18.76,5.0,11.2,0.1,0.6,0.217
12RR057,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-D Pack-B 2013,Phase5 Tiled,TF,334.7,53.53,0.5,0.0,3.3,2.508
12RR057,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-D Pack-B 2013,Phase5 Tiled,TF,284.495,39.98,0.48,0.0,3.8,2.048
12RR057,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-D Pack-B 2013,Phase5 Tiled,TF,100.41,13.77,0.65,0.0,3.9,0.668
12RR057,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-D Pack-B 2013,Phase5 Tiled,TF,23.429000000000002,5.72,7.41,0.03,0.5,0.247
12RR056,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-C Pack-B 2013,Phase5 Tiled,TF,334.7,53.53,0.5,0.0,3.3,2.508
12RR056,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-C Pack-B 2013,Phase5 Tiled,TF,284.495,39.98,0.48,0.0,3.8,2.048
12RR056,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-C Pack-B 2013,Phase5 Tiled,TF,100.41,13.77,0.65,0.0,3.9,0.668
12RR056,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-C Pack-B 2013,Phase5 Tiled,TF,23.429000000000002,5.72,7.41,0.03,0.5,0.247
12RR055,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-A Pack-B 2013,Phase5 Tiled,TF,310.9,46.42,0.51,0.0,3.5,2.282
12RR055,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-A Pack-B 2013,Phase5 Tiled,TF,264.265,35.57,0.46,0.0,4.2,1.877
12RR055,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-A Pack-B 2013,Phase5 Tiled,TF,93.27,13.2,0.75,0.0,3.6,0.625
12RR055,12,Rolls-Royce plc,TRENT 1000 Pack-B 2013,TRENT 1000-A Pack-B 2013,Phase5 Tiled,TF,21.763,5.47,8.45,0.05,0.5,0.237
01P19RR106,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-AE3 TEN 2018,Phase5 Tiled,TF,310.9,46.1,0.43,0.0,9.8,2.279
01P19RR106,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-AE3 TEN 2018,Phase5 Tiled,TF,264.265,35.9,0.44,0.0,13.0,1.874
01P19RR106,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-AE3 TEN 2018,Phase5 Tiled,TF,93.27,13.5,0.76,0.0,7.8,0.623
01P19RR106,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-AE3 TEN 2018,Phase5 Tiled,TF,21.763,5.9,6.93,0.0,2.0,0.239
01P19RR107,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-CE3 TEN 2018,Phase5 Tiled,TF,334.7,52.07,0.41,0.0,8.4,2.497
01P19RR107,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-CE3 TEN 2018,Phase5 Tiled,TF,284.495,40.11,0.45,0.0,11.6,2.046
01P19RR107,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-CE3 TEN 2018,Phase5 Tiled,TF,100.41,14.08,0.65,0.0,8.6,0.667
01P19RR107,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-CE3 TEN 2018,Phase5 Tiled,TF,23.429000000000002,6.16,6.23,0.0,1.9,0.249
01P19RR108,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-D3 TEN 2018,Phase5 Tiled,TF,334.7,52.07,0.41,0.0,8.4,2.497
