uid,gsdb,manufacturer,engine,model,combustor,engine_type,thrust,einox,eico,eihc,smoke_number,fuel_flow
01P11BR016,11,Rolls-Royce Deutschland,BR725,BR725A1-12,Z-ring,MTF,5.299,3.38,41.9,3.0,0.15,0.085
1CM001,1,CFM International,CFM56-2,CFM56-2A series,,TF,106.76,20.4,0.9,0.04,7.9,1.114
1CM001,1,CFM International,CFM56-2,CFM56-2A series,,TF,90.746,17.3,0.9,0.04,4.2,0.911
1CM001,1,CFM International,CFM56-2,CFM56-2A series,,TF,32.028,8.7,3.4,0.08,2.5,0.318
1CM001,1,CFM International,CFM56-2,CFM56-2A series,,TF,7.473200000000001,4.3,23.5,1.13,2.0,0.13
1CM002,1,CFM International,CFM56-2,CFM56-2B-1,,TF,97.86,18.5,0.9,0.04,6.0,0.985
1CM002,1,CFM International,CFM56-2,CFM56-2B-1,,TF,83.181,16.0,0.9,0.05,3.0,0.819
1CM002,1,CFM International,CFM56-2,CFM56-2B-1,,TF,29.357999999999997,8.2,4.2,0.08,2.6,0.311
1CM002,1,CFM International,CFM56-2,CFM56-2B-1,,TF,6.850200000000001,4.0,30.7,1.83,2.2,0.128
1CM003,1,CFM International,CFM56-2,CFM56-2-C5,,TF,97.86,18.5,0.9,0.04,6.0,0.985
1CM003,1,CFM International,CFM56-2,CFM56-2-C5,,TF,83.181,16.0,0.9,0.05,3.0,0.819
1CM003,1,CFM International,CFM56-2,CFM56-2-C5,,TF,29.357999999999997,8.2,4.2,0.08,2.6,0.311
1CM003,1,CFM International,CFM56-2,CFM56-2-C5,,TF,6.850200000000001,4.0,30.7,1.83,2.2,0.128
1CM004,1,CFM International,CFM56-3,CFM56-3-B1,,TF,89.41,17.7,0.9,0.04,4.0,0.946
1CM004,1,CFM International,CFM56-3,CFM56-3-B1,,TF,75.99849999999999,15.5,0.95,0.05,2.5,0.792
1CM004,1,CFM International,CFM56-3,CFM56-3-B1,,TF,26.822999999999997,8.3,3.8,0.08,2.5,0.29
1CM004,1,CFM International,CFM56-3,CFM56-3-B1,,TF,6.2587,3.9,34.4,2.28,2.2,0.114
1CM005,1,CFM International,CFM56-3,CFM56-3B-2,,TF,98.3,19.4,0.9,0.036,6.0,1.056
1CM005,1,CFM International,CFM56-3,CFM56-3B-2,,TF,83.55499999999999,16.7,0.9,0.047,3.0,0.878
1CM005,1,CFM International,CFM56-3,CFM56-3B-2,,TF,29.49,8.7,3.4,0.073,2.5,0.314
1CM005,1,CFM International,CFM56-3,CFM56-3B-2,,TF,6.881,4.1,30.1,1.75,2.2,0.119
1CM007,1,CFM International,CFM56-3,CFM56-3C-1,,TF,104.6,20.7,0.9,0.03,7.7,1.154
1CM007,1,CFM International,CFM56-3,CFM56-3C-1,,TF,88.91,17.8,0.9,0.04,3.9,0.954
1CM007,1,CFM International,CFM56-3,CFM56-3C-1,,TF,31.379999999999995,9.1,3.1,0.07,2.5,0.336
1CM007,1,CFM International,CFM56-3,CFM56-3C-1,,TF,7.322,4.3,26.8,1.42,2.3,0.124
1CM006,1,CFM International,CFM56-3,CFM56-3C-1 (Rerated),,TF,82.29,16.6,0.9,0.05,3.0,0.872
1CM006,1,CFM International,CFM56-3,CFM56-3C-1 (Rerated),,TF,69.9465,14.7,1.0,0.05,2.4,0.732
1CM006,1,CFM International,CFM56-3,CFM56-3C-1 (Rerated),,TF,24.687,8.0,4.2,0.08,2.5,0.273
1CM006,1,CFM International,CFM56-3,CFM56-3C-1 (Rerated),,TF,5.760300000000001,3.8,38.1,2.86,2.1,0.111
1CM008,1,CFM International,,CFM56-5-A1,,TF,111.2,24.6,0.9,0.23,15.8,1.051
1CM008,1,CFM International,,CFM56-5-A1,,TF,94.52,19.6,0.9,0.23,14.0,0.862
1CM008,1,CFM International,,CFM56-5-A1,,TF,33.36,8.0,2.5,0.4,4.4,0.291
1CM008,1,CFM International,,CFM56-5-A1,,TF,7.784000000000001,4.0,17.6,1.4,2.3,0.1011
1CM009,1,CFM International,CFM56-5A,CFM56-5A3,,TF,117.88,26.4,0.9,0.2,16.8,1.131
1CM009,1,CFM International,CFM56-5A,CFM56-5A3,,TF,100.198,21.1,0.9,0.2,14.6,0.925
1CM009,1,CFM International,CFM56-5A,CFM56-5A3,,TF,35.364,8.3,2.4,0.3,4.8,0.307
1CM009,1,CFM International,CFM56-5A,CFM56-5A3,,TF,8.2516,4.1,16.2,1.3,2.7,0.1044
4CM035,4,CFM International,CFM56-5A,CFM56-5A4,,TF,97.89,22.64,1.1,0.23,13.9,0.897
4CM035,4,CFM International,CFM56-5A,CFM56-5A4,,TF,83.20649999999999,19.11,1.1,0.23,11.6,0.74
4CM035,4,CFM International,CFM56-5A,CFM56-5A4,,TF,29.366999999999997,8.51,3.1,0.5,4.2,0.261
4CM035,4,CFM International,CFM56-5A,CFM56-5A4,,TF,6.8523000000000005,4.04,20.3,1.75,2.4,0.095
4CM036,4,CFM International,CFM56-5A,CFM56-5A5,,TF,104.53,24.79,1.1,0.23,14.3,0.972
4CM036,4,CFM International,CFM56-5A,CFM56-5A5,,TF,88.8505,19.98,1.1,0.23,12.6,0.799
4CM036,4,CFM International,CFM56-5A,CFM56-5A5,,TF,31.358999999999998,8.94,2.8,0.45,4.4,0.276
4CM036,4,CFM International,CFM56-5A,CFM56-5A5,,TF,7.317100000000001,4.29,18.5,1.53,2.4,0.098
2CM012,2,CFM International,CFM56-5B,CFM56-5B1,,TF,133.45,35.1,0.5,0.1,8.6,1.359
2CM012,2,CFM International,CFM56-5B,CFM56-5B1,,TF,113.43249999999999,27.2,0.5,0.1,10.5,1.113
2CM012,2,CFM International,CFM56-5B,CFM56-5B1,,TF,40.035,10.8,1.57,0.12,0.0,0.364
2CM012,2,CFM International,CFM56-5B,CFM56-5B1,,TF,9.3415,4.6,28.4,3.21,0.0,0.117
2CM016,2,CFM International,CFM56-5B/2,CFM56-5B1/2,DAC,TF,133.45,27.75,0.6,0.1,0.5,1.345
2CM016,2,CFM International,CFM56-5B/2,CFM56-5B1/2,DAC,TF,113.43249999999999,14.91,2.5,0.1,0.5,1.104
2CM016,2,CFM International,CFM56-5B/2,CFM56-5B1/2,DAC,TF,40.035,7.02,38.4,9.1,2.3,0.369
2CM016,2,CFM International,CFM56-5B/2,CFM56-5B1/2,DAC,TF,9.3415,4.73,34.0,1.7,3.5,0.129
3CM020,3,CFM International,CFM56-5B/2P,CFM56-5B1/2P,DAC-II,TF,133.5,23.3,0.8,0.1,0.5,1.32
3CM020,3,CFM International,CFM56-5B/2P,CFM56-5B1/2P,DAC-II,TF,113.475,16.4,1.9,0.1,0.3,1.07
3CM020,3,CFM International,CFM56-5B/2P,CFM56-5B1/2P,DAC-II,TF,40.05,7.3,23.1,3.7,0.5,0.37
3CM020,3,CFM International,CFM56-5B/2P,CFM56-5B1/2P,DAC-II,TF,9.345,4.1,36.5,2.9,2.1,0.12
3CM023,3,CFM International,CFM56-5B/P,CFM56-5B1/P,,TF,133.45,33.0,0.9,0.1,4.9,1.295
3CM023,3,CFM International,CFM56-5B/P,CFM56-5B1/P,,TF,113.43249999999999,26.2,0.9,0.2,5.2,1.058
3CM023,3,CFM International,CFM56-5B/P,CFM56-5B1/P,,TF,40.035,10.7,2.0,0.5,0.2,0.345
3CM023,3,CFM International,CFM56-5B/P,CFM56-5B1/P,,TF,9.3415,4.5,19.8,3.7,0.5,0.11
2CM013,2,CFM International,CFM56-5B,CFM56-5B2,,TF,137.9,37.8,0.5,0.1,8.2,1.426
2CM013,2,CFM International,CFM56-5B,CFM56-5B2,,TF,117.215,28.5,0.5,0.1,10.1,1.158
2CM013,2,CFM International,CFM56-5B,CFM56-5B2,,TF,41.37,11.0,1.4,0.12,0.0,0.376
2CM013,2,CFM International,CFM56-5B,CFM56-5B2,,TF,9.653,4.7,27.4,3.04,0.0,0.119
2CM017,2,CFM International,CFM56-5B/2,CFM56-5B2/2,DAC,TF,137.9,29.57,0.4,0.1,0.5,1.406
2CM017,2,CFM International,CFM56-5B/2,CFM56-5B2/2,DAC,TF,117.215,15.86,1.7,0.1,0.5,1.132
2CM017,2,CFM International,CFM56-5B/2,CFM56-5B2/2,DAC,TF,41.37,7.24,35.8,8.4,2.3,0.377
2CM017,2,CFM International,CFM56-5B/2,CFM56-5B2/2,DAC,TF,9.653,4.82,33.7,1.7,3.5,0.131
4CM037,4,CFM International,CFM56-5B/2P,CFM56-5B2/2P,DAC-II,TF,137.9,29.4,0.7,0.1,0.5,1.39
4CM037,4,CFM International,CFM56-5B/2P,CFM56-5B2/2P,DAC-II,TF,117.215,17.5,1.6,0.1,0.3,1.11
4CM037,4,CFM International,CFM56-5B/2P,CFM56-5B2/2P,DAC-II,TF,41.37,7.6,21.4,3.3,0.5,0.39
4CM037,4,CFM International,CFM56-5B/2P,CFM56-5B2/2P,DAC-II,TF,9.653,4.2,35.5,2.7,2.2,0.13
3CM024,3,CFM International,CFM56-5B/P,CFM56-5B2/P,,TF,137.9,35.1,0.8,0.1,4.8,1.361
3CM024,3,CFM International,CFM56-5B/P,CFM56-5B2/P,,TF,117.215,27.4,0.9,0.2,5.1,1.099
3CM024,3,CFM International,CFM56-5B/P,CFM56-5B2/P,,TF,41.37,10.9,1.9,0.5,0.2,0.356
3CM024,3,CFM International,CFM56-5B/P,CFM56-5B2/P,,TF,9.653,4.6,19.5,3.6,0.5,0.113
4CM038,4,CFM International,CFM56-5B/2P,CFM56-5B3/2P,DAC-II,TF,142.4,32.0,0.6,0.1,0.5,1.47
4CM038,4,CFM International,CFM56-5B/2P,CFM56-5B3/2P,DAC-II,TF,121.04,18.6,1.3,0.1,0.3,1.15
4CM038,4,CFM International,CFM56-5B/2P,CFM56-5B3/2P,DAC-II,TF,42.72,7.8,19.9,2.9,0.5,0.4
4CM038,4,CFM International,CFM56-5B/2P,CFM56-5B3/2P,DAC-II,TF,9.968000000000002,4.3,34.5,2.5,2.3,0.13
3CM025,3,CFM International,CFM56-5B/P,CFM56-5B3/P,,TF,142.35,37.3,0.8,0.1,4.7,1.43
3CM025,3,CFM International,CFM56-5B/P,CFM56-5B3/P,,TF,120.99749999999999,28.5,0.9,0.2,5.1,1.141
3CM025,3,CFM International,CFM56-5B/P,CFM56-5B3/P,,TF,42.705,11.2,1.7,0.5,0.2,0.366
3CM025,3,CFM International,CFM56-5B/P,CFM56-5B3/P,,TF,9.964500000000001,4.7,19.2,3.5,0.5,0.115
2CM014,2,CFM International,CFM56-5B,CFM56-5B4,,TF,117.9,28.7,0.5,0.1,10.0,1.166
2CM014,2,CFM International,CFM56-5B,CFM56-5B4,,TF,100.215,23.3,0.5,0.1,11.7,0.961
2CM014,2,CFM International,CFM56-5B,CFM56-5B4,,TF,35.37,10.0,2.33,0.13,0.0,0.326
2CM014,2,CFM International,CFM56-5B,CFM56-5B4,,TF,8.253000000000002,4.3,31.9,3.87,0.0,0.107
2CM018,2,CFM International,CFM56-5B/2,CFM56-5B4/2,DAC,TF,117.9,16.61,1.6,0.1,0.5,1.18
2CM018,2,CFM International,CFM56-5B/2,CFM56-5B4/2,DAC,TF,100.215,12.58,4.9,0.1,0.5,0.975
2CM018,2,CFM International,CFM56-5B/2,CFM56-5B4/2,DAC,TF,35.37,6.13,43.8,11.4,2.3,0.335
2CM018,2,CFM International,CFM56-5B/2,CFM56-5B4/2,DAC,TF,8.253000000000002,4.49,37.1,2.2,3.5,0.121
3CM021,3,CFM International,CFM56-5B/2P,CFM56-5B4/2P,DAC-II,TF,120.1,18.4,1.4,0.1,0.3,1.14
3CM021,3,CFM International,CFM56-5B/2P,CFM56-5B4/2P,DAC-II,TF,102.085,13.6,3.6,0.2,0.3,0.95
3CM021,3,CFM International,CFM56-5B/2P,CFM56-5B4/2P,DAC-II,TF,36.029999999999994,6.5,29.1,5.3,0.5,0.34
3CM021,3,CFM International,CFM56-5B/2P,CFM56-5B4/2P,DAC-II,TF,8.407,3.9,40.1,3.6,2.0,0.12
3CM026,3,CFM International,CFM56-5B/P,CFM56-5B4/P,,TF,120.11,28.0,0.9,0.2,5.4,1.132
3CM026,3,CFM International,CFM56-5B/P,CFM56-5B4/P,,TF,102.09349999999999,23.2,0.9,0.2,4.1,0.935
3CM026,3,CFM International,CFM56-5B/P,CFM56-5B4/P,,TF,36.033,10.0,2.3,0.5,0.2,0.312
3CM026,3,CFM International,CFM56-5B/P,CFM56-5B4/P,,TF,8.4077,4.3,23.4,4.6,0.5,0.104
3CM027,3,CFM International,CFM56-5B/P,CFM56-5B5/P,,TF,97.89,21.9,0.9,0.2,5.4,0.891
3CM027,3,CFM International,CFM56-5B/P,CFM56-5B5/P,,TF,83.20649999999999,18.5,1.0,0.2,1.6,0.742
3CM027,3,CFM International,CFM56-5B/P,CFM56-5B5/P,,TF,29.366999999999997,8.7,3.4,0.7,0.3,0.26
3CM027,3,CFM International,CFM56-5B/P,CFM56-5B5/P,,TF,6.8523000000000005,3.8,30.0,6.2,0.6,0.094
2CM019,2,CFM International,CFM56-5B/2,CFM56-5B6/2,DAC,TF,104.5,13.51,4.48,0.1,0.5,0.998
2CM019,2,CFM International,CFM56-5B/2,CFM56-5B6/2,DAC,TF,88.825,10.41,12.18,0.2,0.5,0.827
2CM019,2,CFM International,CFM56-5B/2,CFM56-5B6/2,DAC,TF,31.349999999999998,10.32,17.75,0.2,3.8,0.315
2CM019,2,CFM International,CFM56-5B/2,CFM56-5B6/2,DAC,TF,7.315,3.9,46.1,3.4,3.5,0.111
3CM022,3,CFM International,CFM56-5B/2P,CFM56-5B6/2P,DAC-II,TF,104.5,14.2,3.1,0.2,0.3,0.97
3CM022,3,CFM International,CFM56-5B/2P,CFM56-5B6/2P,DAC-II,TF,88.825,11.0,7.4,0.2,0.3,0.81
3CM022,3,CFM International,CFM56-5B/2P,CFM56-5B6/2P,DAC-II,TF,31.349999999999998,8.7,21.5,0.4,6.7,0.31
3CM022,3,CFM International,CFM56-5B/2P,CFM56-5B6/2P,DAC-II,TF,7.315,3.6,44.8,4.6,1.8,0.11
3CM028,3,CFM International,CFM56-5B/P,CFM56-5B6/P,,TF,104.53,23.6,0.9,0.2,5.4,0.961
3CM028,3,CFM International,CFM56-5B/P,CFM56-5B6/P,,TF,88.8505,19.6,1.0,0.2,2.2,0.799
3CM028,3,CFM International,CFM56-5B/P,CFM56-5B6/P,,TF,31.358999999999998,9.2,2.9,0.6,0.3,0.275
3CM028,3,CFM International,CFM56-5B/P,CFM56-5B6/P,,TF,7.317100000000001,4.0,27.7,5.5,0.6,0.097
6CM044,6,CFM International,CFM56-5B/P,CFM56-5B7/P,,TF,120.11,28.0,0.9,0.2,5.4,1.132
6CM044,6,CFM International,CFM56-5B/P,CFM56-5B7/P,,TF,102.09349999999999,23.2,0.9,0.2,4.1,0.935
6CM044,6,CFM International,CFM56-5B/P,CFM56-5B7/P,,TF,36.033,10.0,2.3,0.5,0.2,0.312
6CM044,6,CFM International,CFM56-5B/P,CFM56-5B7/P,,TF,8.4077,4.3,23.4,4.6,0.5,0.104
7CM048,7,CFM International,CFM56-5B/P,CFM56-5B8/P,SAC,TF,94.7,19.7,0.8,0.1,5.4,0.875
7CM048,7,CFM International,CFM56-5B/P,CFM56-5B8/P,SAC,TF,80.495,16.7,0.8,0.1,1.5,0.729
7CM048,7,CFM International,CFM56-5B/P,CFM56-5B8/P,SAC,TF,28.41,8.4,3.9,0.9,0.3,0.262
7CM048,7,CFM International,CFM56-5B/P,CFM56-5B8/P,SAC,TF,6.6290000000000004,3.4,32.9,6.5,0.6,0.094
7CM050,7,CFM International,CFM56-5B/2P,CFM56-5B9/2P,DAC,TF,102.2,13.9,2.9,0.2,0.3,0.961
7CM050,7,CFM International,CFM56-5B/2P,CFM56-5B9/2P,DAC,TF,86.87,10.7,8.1,0.3,0.3,0.799
7CM050,7,CFM International,CFM56-5B/2P,CFM56-5B9/2P,DAC,TF,30.66,7.6,21.0,0.4,6.6,0.296
7CM050,7,CFM International,CFM56-5B/2P,CFM56-5B9/2P,DAC,TF,7.154000000000001,3.2,44.1,4.4,1.7,0.105
7CM049,7,CFM International,CFM56-5B/P,CFM56-5B9/P,SAC,TF,102.2,21.4,0.8,0.1,5.4,0.954
7CM049,7,CFM International,CFM56-5B/P,CFM56-5B9/P,SAC,TF,86.87,17.9,0.8,0.1,2.1,0.794
7CM049,7,CFM International,CFM56-5B/P,CFM56-5B9/P,SAC,TF,30.66,8.8,3.7,0.8,0.3,0.28
7CM049,7,CFM International,CFM56-5B/P,CFM56-5B9/P,SAC,TF,7.154000000000001,3.6,30.4,5.9,0.6,0.098
1CM010,1,CFM International,CFM56-5C,CFM56-5C2,,MTF,138.78,32.6,0.93,0.008,11.1,1.308
1CM010,1,CFM International,CFM56-5C,CFM56-5C2,,MTF,117.963,25.8,0.8,0.008,8.5,1.076
1CM010,1,CFM International,CFM56-5C,CFM56-5C2,,MTF,41.634,10.0,1.75,0.082,1.0,0.3558
1CM010,1,CFM International,CFM56-5C,CFM56-5C2,,MTF,9.7146,4.19,34.0,5.68,1.1,0.1175
7CM045,7,CFM International,CFM56-5C/P,CFM56-5C2/P,SAC,MTF,137.61,29.7,0.8,0.0,10.7,1.252
7CM045,7,CFM International,CFM56-5C/P,CFM56-5C2/P,SAC,MTF,116.9685,23.8,0.7,0.0,8.4,1.035
7CM045,7,CFM International,CFM56-5C/P,CFM56-5C2/P,SAC,MTF,41.283,9.3,2.1,0.0,1.0,0.342
7CM045,7,CFM International,CFM56-5C/P,CFM56-5C2/P,SAC,MTF,9.632700000000002,3.9,35.1,5.8,1.1,0.109
1CM011,1,CFM International,CFM56-5C,CFM56-5C3,,MTF,144.57,34.7,0.98,0.008,11.8,1.373
1CM011,1,CFM International,CFM56-5C,CFM56-5C3,,MTF,122.88449999999999,27.1,0.82,0.008,9.1,1.131
1CM011,1,CFM International,CFM56-5C,CFM56-5C3,,MTF,43.370999999999995,10.4,1.57,0.074,1.0,0.37
1CM011,1,CFM International,CFM56-5C,CFM56-5C3,,MTF,10.119900000000001,4.26,32.6,5.35,1.1,0.1203
7CM046,7,CFM International,CFM56-5C/P,CFM56-5C3/P,SAC,MTF,143.33,31.6,0.8,0.0,11.6,1.316
7CM046,7,CFM International,CFM56-5C/P,CFM56-5C3/P,SAC,MTF,121.8305,25.1,0.7,0.0,9.0,1.085
7CM046,7,CFM International,CFM56-5C/P,CFM56-5C3/P,SAC,MTF,42.999,9.6,1.9,0.0,1.0,0.355
7CM046,7,CFM International,CFM56-5C/P,CFM56-5C3/P,SAC,MTF,10.033100000000001,4.0,33.4,5.4,1.1,0.112
2CM015,2,CFM International,CFM56-5C,CFM56-5C4,,MTF,151.25,37.67,1.0,0.008,12.6,1.456
2CM015,2,CFM International,CFM56-5C,CFM56-5C4,,MTF,128.5625,29.05,0.85,0.008,9.8,1.195
2CM015,2,CFM International,CFM56-5C,CFM56-5C4,,MTF,45.375,10.67,1.4,0.065,1.0,0.386
2CM015,2,CFM International,CFM56-5C,CFM56-5C4,,MTF,10.5875,4.28,30.93,5.0,1.1,0.124
7CM047,7,CFM International,CFM56-5C/P,CFM56-5C4/P,SAC,MTF,149.9,34.1,0.8,0.0,12.0,1.395
7CM047,7,CFM International,CFM56-5C/P,CFM56-5C4/P,SAC,MTF,127.415,26.7,0.7,0.0,9.6,1.143
7CM047,7,CFM International,CFM56-5C/P,CFM56-5C4/P,SAC,MTF,44.97,9.9,1.6,0.0,1.0,0.37
7CM047,7,CFM International,CFM56-5C/P,CFM56-5C4/P,SAC,MTF,10.493000000000002,4.1,31.6,5.0,1.1,0.115
01P08CM102,8,CFM International,CFM56-5B/3,CFM56-5B1/3,Tech Insertion,TF,133.4,26.18,0.38,0.03,14.9,1.318
01P08CM102,8,CFM International,CFM56-5B/3,CFM56-5B1/3,Tech Insertion,TF,113.39,19.77,0.2,0.02,12.9,1.063
01P08CM102,8,CFM International,CFM56-5B/3,CFM56-5B1/3,Tech Insertion,TF,40.02,9.28,2.53,0.05,2.1,0.347
01P08CM102,8,CFM International,CFM56-5B/3,CFM56-5B1/3,Tech Insertion,TF,9.338000000000001,4.45,27.92,1.37,2.1,0.109
01P08CM103,8,CFM International,CFM56-5B/3,CFM56-5B2/3,Tech Insertion,TF,137.9,28.26,0.45,0.04,15.5,1.385
01P08CM103,8,CFM International,CFM56-5B/3,CFM56-5B2/3,Tech Insertion,TF,117.215,20.76,0.23,0.02,13.1,1.107
01P08CM103,8,CFM International,CFM56-5B/3,CFM56-5B2/3,Tech Insertion,TF,41.37,9.42,2.33,0.05,2.1,0.358
01P08CM103,8,CFM International,CFM56-5B/3,CFM56-5B2/3,Tech Insertion,TF,9.653,4.53,26.72,1.22,2.1,0.111
01P08CM104,8,CFM International,CFM56-5B/3,CFM56-5B3/3,Tech Insertion,TF,142.3,30.9,0.54,0.05,16.0,1.462
01P08CM104,8,CFM International,CFM56-5B/3,CFM56-5B3/3,Tech Insertion,TF,120.95500000000001,21.83,0.25,0.02,13.4,1.153
01P08CM104,8,CFM International,CFM56-5B/3,CFM56-5B3/3,Tech Insertion,TF,42.690000000000005,9.56,2.14,0.05,2.1,0.369
01P08CM104,8,CFM International,CFM56-5B/3,CFM56-5B3/3,Tech Insertion,TF,9.961000000000002,4.6,25.59,1.1,2.1,0.113
01P08CM105,8,CFM International,CFM56-5B/3,CFM56-5B4/3,Tech Insertion,TF,120.1,21.57,0.25,0.02,13.4,1.142
01P08CM105,8,CFM International,CFM56-5B/3,CFM56-5B4/3,Tech Insertion,TF,102.085,17.23,0.16,0.02,9.9,0.939
01P08CM105,8,CFM International,CFM56-5B/3,CFM56-5B4/3,Tech Insertion,TF,36.029999999999994,8.85,3.24,0.05,2.1,0.316
01P08CM105,8,CFM International,CFM56-5B/3,CFM56-5B4/3,Tech Insertion,TF,8.407,4.22,32.07,1.92,2.1,0.102
01P08CM106,8,CFM International,CFM56-5B/3,CFM56-5B5/3,Tech Insertion,TF,97.9,16.42,0.15,0.03,9.7,0.894
01P08CM106,8,CFM International,CFM56-5B/3,CFM56-5B5/3,Tech Insertion,TF,83.215,14.01,0.2,0.03,8.0,0.743
01P08CM106,8,CFM International,CFM56-5B/3,CFM56-5B5/3,Tech Insertion,TF,29.37,8.03,4.94,0.08,2.1,0.264
01P08CM106,8,CFM International,CFM56-5B/3,CFM56-5B5/3,Tech Insertion,TF,6.853000000000001,3.81,41.77,3.55,2.1,0.092
01P08CM107,8,CFM International,CFM56-5B/3,CFM56-5B6/3,Tech Insertion,TF,104.5,17.73,0.17,0.02,11.3,0.965
01P08CM107,8,CFM International,CFM56-5B/3,CFM56-5B6/3,Tech Insertion,TF,88.825,14.88,0.17,0.03,8.4,0.8
01P08CM107,8,CFM International,CFM56-5B/3,CFM56-5B6/3,Tech Insertion,TF,31.349999999999998,8.29,4.35,0.07,2.1,0.279
01P08CM107,8,CFM International,CFM56-5B/3,CFM56-5B6/3,Tech Insertion,TF,7.315,3.94,38.39,2.93,2.1,0.095
01P08CM108,8,CFM International,CFM56-5B/3,CFM56-5B7/3,Tech Insertion,TF,120.1,21.57,0.25,0.02,13.4,1.142
01P08CM108,8,CFM International,CFM56-5B/3,CFM56-5B7/3,Tech Insertion,TF,102.085,17.23,0.16,0.02,9.9,0.939
01P08CM108,8,CFM International,CFM56-5B/3,CFM56-5B7/3,Tech Insertion,TF,36.029999999999994,8.85,3.24,0.05,2.1,0.316
01P08CM108,8,CFM International,CFM56-5B/3,CFM56-5B7/3,Tech Insertion,TF,8.407,4.22,32.07,1.92,2.1,0.102
01P08CM109,8,CFM International,CFM56-5B/3,CFM56-5B8/3,Tech Insertion,TF,96.1,16.1,0.15,0.03,9.7,0.875
01P08CM109,8,CFM International,CFM56-5B/3,CFM56-5B8/3,Tech Insertion,TF,81.68499999999999,13.79,0.21,0.03,7.0,0.727
01P08CM109,8,CFM International,CFM56-5B/3,CFM56-5B8/3,Tech Insertion,TF,28.83,7.96,5.12,0.08,2.1,0.26
01P08CM109,8,CFM International,CFM56-5B/3,CFM56-5B8/3,Tech Insertion,TF,6.727,3.77,42.82,3.76,2.1,0.091
01P08CM110,8,CFM International,CFM56-5B/3,CFM56-5B9/3,Tech Insertion,TF,103.6,17.54,0.16,0.02,11.2,0.956
01P08CM110,8,CFM International,CFM56-5B/3,CFM56-5B9/3,Tech Insertion,TF,88.05999999999999,14.76,0.17,0.03,8.4,0.793
01P08CM110,8,CFM International,CFM56-5B/3,CFM56-5B9/3,Tech Insertion,TF,31.08,8.26,4.42,0.07,2.1,0.278
01P08CM110,8,CFM International,CFM56-5B/3,CFM56-5B9/3,Tech Insertion,TF,7.252000000000001,3.92,38.8,3.01,2.1,0.095
3CM029,3,CFM International,CFM56-7B SAC,CFM56-7B18,,TF,86.74,19.2,0.6,0.1,10.7,0.854
3CM029,3,CFM International,CFM56-7B SAC,CFM56-7B18,,TF,73.729,16.6,0.4,0.1,6.4,0.714
3CM029,3,CFM International,CFM56-7B SAC,CFM56-7B18,,TF,26.022,9.1,3.6,0.1,0.0,0.26
3CM029,3,CFM International,CFM56-7B SAC,CFM56-7B18,,TF,6.0718000000000005,4.3,28.3,3.5,0.0,0.097
8CM061,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B18/3,Tech Insertion,TF,86.7,14.81,0.17,0.03,8.0,0.842
8CM061,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B18/3,Tech Insertion,TF,73.69500000000001,13.0,0.28,0.03,6.6,0.702
8CM061,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B18/3,Tech Insertion,TF,26.01,7.78,5.54,0.08,2.1,0.256
8CM061,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B18/3,Tech Insertion,TF,6.069000000000001,3.65,46.64,4.51,2.1,0.092
3CM030,3,CFM International,CFM56-7B SAC,CFM56-7B20,,TF,91.63,20.5,0.6,0.1,11.4,0.913
3CM030,3,CFM International,CFM56-7B SAC,CFM56-7B20,,TF,77.8855,17.4,0.5,0.1,8.0,0.761
3CM030,3,CFM International,CFM56-7B SAC,CFM56-7B20,,TF,27.488999999999997,9.5,3.2,0.1,0.0,0.274
3CM030,3,CFM International,CFM56-7B SAC,CFM56-7B20,,TF,6.4141,4.3,25.9,3.1,0.0,0.1
4CM039,4,CFM International,CFM56-7B DAC,CFM56-7B20/2,,TF,91.63,13.25,4.26,0.07,0.7,0.903
4CM039,4,CFM International,CFM56-7B DAC,CFM56-7B20/2,,TF,77.8855,10.81,11.38,0.23,0.7,0.754
4CM039,4,CFM International,CFM56-7B DAC,CFM56-7B20/2,,TF,27.488999999999997,9.39,11.37,0.36,1.5,0.278
4CM039,4,CFM International,CFM56-7B DAC,CFM56-7B20/2,,TF,6.4141,3.75,49.71,8.11,0.7,0.102
8CM062,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B20/3,Tech Insertion,TF,91.6,15.61,0.15,0.03,8.7,0.896
8CM062,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B20/3,Tech Insertion,TF,77.86,13.53,0.23,0.03,6.8,0.746
8CM062,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B20/3,Tech Insertion,TF,27.479999999999997,7.98,5.03,0.08,2.1,0.268
8CM062,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B20/3,Tech Insertion,TF,6.412,3.77,43.31,3.84,2.1,0.094
3CM031,3,CFM International,CFM56-7B SAC,CFM56-7B22,,TF,100.97,23.1,0.5,0.1,12.0,1.021
3CM031,3,CFM International,CFM56-7B SAC,CFM56-7B22,,TF,85.8245,19.0,0.6,0.1,10.5,0.844
3CM031,3,CFM International,CFM56-7B SAC,CFM56-7B22,,TF,30.290999999999997,10.0,2.5,0.1,0.0,0.298
